boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember,no_issues,type_freq_Improvement,type_freq_Task,priority_freq_Major,priority_freq_Minor,no_comment_min,no_comment_max,no_comment_mean,no_comment_median,no_comment_std,no_comment_var,no_comment_range,no_affectversion_min,no_affectversion_max,no_affectversion_mean,no_affectversion_median,no_affectversion_std,no_affectversion_var,no_affectversion_range,no_fixversion_min,no_fixversion_max,no_fixversion_mean,no_fixversion_median,no_fixversion_std,no_fixversion_var,no_fixversion_range,no_issuelink_min,no_issuelink_max,no_issuelink_mean,no_issuelink_median,no_issuelink_std,no_issuelink_var,no_issuelink_range,no_blocking_min,no_blocking_max,no_blocking_mean,no_blocking_median,no_blocking_std,no_blocking_var,no_blocking_range,no_blockedby_min,no_blockedby_max,no_blockedby_mean,no_blockedby_median,no_blockedby_std,no_blockedby_var,no_blockedby_range,no_fixversion_change_min,no_fixversion_change_max,no_fixversion_change_mean,no_fixversion_change_median,no_fixversion_change_std,no_fixversion_change_var,no_fixversion_change_range,no_priority_change_min,no_priority_change_max,no_priority_change_mean,no_priority_change_median,no_priority_change_std,no_priority_change_var,no_priority_change_range,no_des_change_min,no_des_change_max,no_des_change_mean,no_des_change_median,no_des_change_std,no_des_change_var,no_des_change_range,gunning_fog_freq_medium,type_freq_Bug,gunning_fog_freq_hard,gunning_fog_freq_easy,type_freq_Epic,priority_freq_Critical,type_freq_Story,priority_freq_Trivial,type_freq_Documentation,type_freq_Wish,priority_freq_Blocker,type_freq_Sub-task,type_freq_Technical task,type_freq_New Feature,type_freq_Test,type_freq_Umbrella
35,12,Q2'14 Sprint 2,-24,13,17,38,10,10,0,0,6,20,5,9,16,19,2,5,30.0,6.0,9.0,22.0,4.0,0.0,18.0,2.6,2.0,3.4898868670527974,12.17931034482759,18.0,0.0,9.0,0.7333333333333333,0.0,1.9286109586656035,3.719540229885058,9.0,0.0,1.0,0.8666666666666667,1.0,0.34574590364176044,0.11954022988505751,1.0,0.0,2.0,0.6333333333333333,0.0,0.8087168778415268,0.6540229885057469,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.1666666666666667,0.0,2.704827527592654,7.316091954022989,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.48423419811150237,0.2344827586206897,2.0,6.0,15.0,14.0,10.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,13,Q2 Sprint 3,-20,12,21,52,7,7,2,2,10,27,3,3,13,27,2,5,31.0,11.0,4.0,27.0,1.0,0.0,7.0,1.7419354838709677,1.0,1.9316269815103857,3.7311827956989236,7.0,0.0,9.0,0.7741935483870968,0.0,1.8922592743306408,3.580645161290323,9.0,0.0,1.0,0.5806451612903226,1.0,0.501610310127101,0.2516129032258065,1.0,0.0,2.0,0.3870967741935484,0.0,0.6672040844618538,0.4451612903225805,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.2258064516129032,0.0,2.9064259543220756,8.44731182795699,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1935483870967742,0.0,0.47744841527364174,0.22795698924731186,2.0,9.0,16.0,18.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,20,Q2 Sprint 4,4,12,14,27,17,17,5,12,26,32,0,0,0,0,2,7,37.0,11.0,4.0,32.0,3.0,0.0,9.0,2.3783783783783785,2.0,2.177554073207309,4.741741741741742,9.0,0.0,9.0,0.6486486486486487,0.0,1.7672360122867354,3.123123123123123,9.0,0.0,1.0,0.6216216216216216,1.0,0.49167239269837154,0.24174174174174168,1.0,0.0,3.0,0.4594594594594595,0.0,0.8364805435272835,0.6996996996996997,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.5945945945945945,1.0,3.0410109746181035,9.247747747747747,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.16216216216216217,0.0,0.44180900307168386,0.19519519519519515,2.0,12.0,20.0,20.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,22,Q2 Sprint 5,3,4,9,9,1,1,0,0,3,3,1,1,6,6,2,5,13.0,2.0,0.0,13.0,0.0,0.0,7.0,2.769230769230769,2.0,2.27866357593825,5.192307692307692,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6923076923076923,1.0,0.48038446141526137,0.23076923076923075,1.0,0.0,2.0,0.38461538461538464,0.0,0.650443635587991,0.4230769230769232,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.3846153846153846,1.0,2.103111248383433,4.4230769230769225,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3076923076923077,0.0,0.6304251719561151,0.39743589743589736,2.0,5.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,24,Q3 Sprint 1,-8,9,6,13,6,8,1,3,11,18,0,0,0,0,2,5,17.0,6.0,2.0,17.0,0.0,0.0,11.0,2.9411764705882355,2.0,3.344222410278922,11.183823529411764,11.0,0.0,1.0,0.11764705882352941,0.0,0.3321055820775357,0.1102941176470588,1.0,0.0,1.0,0.8235294117647058,1.0,0.3929526239966879,0.15441176470588236,1.0,0.0,3.0,0.47058823529411764,0.0,0.7998161553463027,0.639705882352941,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9411764705882353,1.0,1.0289915108550531,1.0588235294117647,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.17647058823529413,0.0,0.5285941398709244,0.27941176470588236,2.0,4.0,7.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,25,Q3 Sprint 2,2,9,7,19,6,10,1,2,12,27,0,0,0,0,2,4,17.0,4.0,4.0,13.0,3.0,0.0,12.0,2.588235294117647,2.0,3.021978315801831,9.132352941176471,12.0,0.0,1.0,0.058823529411764705,0.0,0.242535625036333,0.05882352941176471,1.0,0.0,1.0,0.8823529411764706,1.0,0.3321055820775357,0.11029411764705882,1.0,0.0,3.0,0.6470588235294118,0.0,0.8617697249402124,0.7426470588235294,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8823529411764706,1.0,0.600245047998781,0.3602941176470588,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.17647058823529413,0.0,0.5285941398709244,0.27941176470588236,2.0,4.0,9.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,26,Aurora Q3 Sprint 2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7.0,0.0,0.0,7.0,0.0,1.0,3.0,1.5714285714285714,1.0,0.7867957924694431,0.619047619047619,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,0.0,0.7559289460184545,0.5714285714285715,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,1.0,0.48795003647426655,0.23809523809523805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
35,30,Q3 Sprint 3,-15,11,6,23,3,5,0,0,1,9,2,7,6,12,2,4,11.0,2.0,2.0,10.0,1.0,1.0,7.0,2.8181818181818183,2.0,1.7786613965666325,3.163636363636363,6.0,0.0,1.0,0.18181818181818182,0.0,0.40451991747794525,0.16363636363636364,1.0,0.0,1.0,0.7272727272727273,1.0,0.46709936649691375,0.21818181818181817,1.0,0.0,4.0,0.5454545454545454,0.0,1.2135597524338357,1.4727272727272729,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7272727272727273,1.0,0.9045340337332908,0.818181818181818,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.36363636363636365,0.0,0.8090398349558904,0.6545454545454543,2.0,1.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,31,Q3 Sprint 4,-15,11,9,26,5,7,1,1,2,13,2,2,9,17,2,7,14.0,4.0,1.0,10.0,3.0,0.0,44.0,7.428571428571429,2.5,12.34575159387157,152.41758241758242,44.0,0.0,1.0,0.42857142857142855,0.0,0.5135525910130955,0.2637362637362637,1.0,0.0,1.0,0.7857142857142857,1.0,0.4258153136263201,0.1813186813186813,1.0,0.0,6.0,1.0714285714285714,0.0,1.8590438284354558,3.456043956043956,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.4285714285714286,1.0,2.1737697038266783,4.725274725274725,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.42857142857142855,0.0,0.8516306272526403,0.7252747252747255,2.0,1.0,9.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,36,Mesos Q3 Sprint 5,5,14,0,0,13,20,2,2,11,18,0,0,0,0,2,5,22.0,5.0,2.0,18.0,2.0,0.0,4.0,2.5,3.0,1.300183137283433,1.6904761904761905,4.0,0.0,1.0,0.2727272727272727,0.0,0.4558423058385518,0.20779220779220778,1.0,0.0,1.0,0.7272727272727273,1.0,0.4558423058385518,0.20779220779220778,1.0,0.0,8.0,1.3181818181818181,1.0,1.8869568253158473,3.560606060606061,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7272727272727273,0.0,1.0319569104061779,1.0649350649350644,3.0,0.0,1.0,0.045454545454545456,0.0,0.21320071635561044,0.04545454545454546,1.0,0.0,4.0,0.3181818181818182,0.0,0.8937009000226522,0.7987012987012987,4.0,2.0,12.0,19.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,38,Mesos Q3 Sprint 6,-30,14,10,41,3,3,0,0,0,0,5,13,8,13,2,7,16.0,4.0,2.0,14.0,2.0,0.0,35.0,4.5,2.5,8.278486174013539,68.53333333333333,35.0,0.0,1.0,0.3125,0.0,0.47871355387816905,0.22916666666666666,1.0,0.0,1.0,0.75,1.0,0.4472135954999579,0.2,1.0,0.0,3.0,1.0,1.0,0.9660917830792959,0.9333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4375,0.0,0.51234753829798,0.2625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1875,0.0,0.4031128874149275,0.1625,1.0,2.0,9.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,43,Twitter Q4 Sprint 1,-28,14,14,45,4,10,0,0,4,13,7,29,7,13,2,6,19.0,1.0,2.0,14.0,3.0,0.0,5.0,2.789473684210526,3.0,1.3572417850765923,1.8421052631578947,5.0,0.0,7.0,0.7894736842105263,0.0,1.6186052764450238,2.6198830409356724,7.0,0.0,1.0,0.8421052631578947,1.0,0.3746343246326776,0.14035087719298245,1.0,0.0,5.0,1.1578947368421053,1.0,1.1672930649220892,1.3625730994152045,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.8947368421052632,0.0,2.024701263070274,4.099415204678362,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.47368421052631576,0.0,1.1722922015640782,1.3742690058479532,5.0,3.0,14.0,14.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,45,Mesosphere Q4 Sprint 1 10/31,0,12,0,0,10,30,10,30,0,0,0,0,0,0,2,4,10.0,1.0,1.0,8.0,2.0,1.0,5.0,3.7,4.0,1.4181364924121764,2.011111111111111,4.0,0.0,7.0,1.2,0.5,2.1499353995462798,4.622222222222222,7.0,0.0,1.0,0.8,1.0,0.42163702135578396,0.1777777777777778,1.0,0.0,5.0,1.5,1.0,1.4337208778404378,2.0555555555555554,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.2,0.0,3.1198290551460244,9.733333333333334,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.8,0.0,1.5491933384829668,2.4000000000000004,5.0,2.0,6.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,47,Mesosphere Q4 Sprint 2 - 11/14,0,10,0,0,1,3,1,3,0,0,0,0,0,0,2,1,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,49,Twitter Mesos Q4 Sprint 2,-22,14,15,40,6,14,0,0,3,7,6,23,12,24,2,6,23.0,5.0,3.0,16.0,7.0,0.0,5.0,2.5217391304347827,2.0,1.5917276268082627,2.533596837944664,5.0,0.0,7.0,0.6956521739130435,0.0,1.4904173487710703,2.221343873517786,7.0,0.0,1.0,0.782608695652174,1.0,0.42174116783664994,0.17786561264822132,1.0,0.0,5.0,0.8695652173913043,0.0,1.2542418146610599,1.5731225296442686,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9130434782608695,1.0,2.043015673820997,4.173913043478261,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.782608695652174,0.0,1.1660547990838181,1.3596837944664033,5.0,5.0,11.0,15.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,51,Twitter Mesos Q4 Sprint 3,14,14,3,15,8,21,2,6,9,30,0,0,0,0,2,6,26.0,5.0,8.0,18.0,7.0,0.0,7.0,2.8076923076923075,2.5,1.8765762605176646,3.5215384615384613,7.0,0.0,1.0,0.2692307692307692,0.0,0.45234432086120485,0.20461538461538467,1.0,0.0,1.0,0.6923076923076923,1.0,0.4706787243316416,0.22153846153846146,1.0,0.0,5.0,1.1538461538461537,0.0,1.6897883344918128,2.8553846153846147,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.8846153846153846,0.0,2.320808877558392,5.386153846153845,12.0,0.0,1.0,0.038461538461538464,0.0,0.19611613513818402,0.03846153846153846,1.0,0.0,3.0,0.5,0.0,0.9899494936611666,0.98,3.0,3.0,8.0,18.0,5.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,56,Twitter Mesos Q4 Sprint 4,-23,14,12,56,3,7,2,11,0,0,5,21,8,29,2,5,16.0,4.0,8.0,14.0,2.0,0.0,7.0,2.0625,2.0,2.2647663602823727,5.129166666666666,7.0,0.0,1.0,0.125,0.0,0.3415650255319866,0.11666666666666667,1.0,0.0,1.0,0.8125,1.0,0.4031128874149275,0.1625,1.0,0.0,5.0,1.0625,1.0,1.3889444433333777,1.9291666666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4375,0.0,0.51234753829798,0.2625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.625,0.0,1.2041594578792296,1.45,4.0,3.0,3.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,57,Twitter Mesos Q4 Sprint 5,-36,14,7,37,2,8,0,0,3,20,3,16,3,9,2,6,10.0,1.0,5.0,8.0,1.0,0.0,9.0,2.3,0.5,3.1640339933558095,10.011111111111111,9.0,0.0,1.0,0.1,0.0,0.31622776601683794,0.10000000000000002,1.0,0.0,1.0,0.7,1.0,0.4830458915396479,0.23333333333333328,1.0,0.0,5.0,1.5,1.0,1.5811388300841898,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.42163702135578396,0.1777777777777778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.0,0.6749485577105528,0.4555555555555555,2.0,2.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,63,Twitter Mesos Q4 Sprint 6,-24,14,6,32,0,0,0,0,4,21,1,3,1,8,2,5,6.0,1.0,4.0,6.0,0.0,0.0,3.0,1.0,0.0,1.5491933384829668,2.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.5163977794943223,0.2666666666666667,1.0,0.0,3.0,1.5,1.5,1.0488088481701516,1.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.408248290463863,0.16666666666666669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.8366600265340756,0.7,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,72,Twitter Mesos Q1 Sprint 1,-30,14,11,41,7,14,0,0,3,17,7,23,8,15,2,6,19.0,4.0,5.0,16.0,3.0,0.0,6.0,2.263157894736842,2.0,1.9956092153402374,3.9824561403508776,6.0,0.0,2.0,0.3157894736842105,0.0,0.5823927253578186,0.3391812865497076,2.0,0.0,1.0,0.8947368421052632,1.0,0.3153017676423058,0.09941520467836257,1.0,0.0,5.0,1.0,0.0,1.3743685418725535,1.8888888888888888,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5789473684210527,1.0,0.606976978666884,0.368421052631579,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.21052631578947367,0.0,0.5353033790313108,0.2865497076023391,2.0,4.0,9.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,80,Twitter Mesos Q1 Sprint 2,-43,14,10,42,6,31,0,0,0,0,7,44,9,30,2,7,18.0,5.0,5.0,15.0,3.0,0.0,10.0,2.5555555555555554,1.0,2.8742717179307755,8.261437908496731,10.0,0.0,7.0,0.7222222222222222,0.0,1.6379885640466825,2.6830065359477127,7.0,0.0,1.0,0.9444444444444444,1.0,0.23570226039551584,0.05555555555555556,1.0,0.0,5.0,1.3888888888888888,1.0,1.685191170474659,2.8398692810457513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6111111111111112,0.5,0.7775443160352296,0.6045751633986929,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.3834824944236852,0.14705882352941177,1.0,4.0,7.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,81,Mesosphere Q1 Sprint 4 - 3/6,0,14,0,0,1,1,0,0,0,0,0,0,1,1,2,2,1.0,0.0,0.0,1.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,87,Twitter Mesos Q1 Sprint 3,-19,13,10,49,6,9,2,9,0,0,3,9,11,31,2,9,20.0,8.0,4.0,18.0,2.0,0.0,6.0,2.9,2.0,1.9166857359844667,3.6736842105263166,6.0,0.0,7.0,0.8,0.0,1.6415653633362466,2.6947368421052635,7.0,0.0,1.0,0.85,1.0,0.36634754853252327,0.13421052631578947,1.0,0.0,5.0,1.25,1.0,1.4823523268955432,2.1973684210526314,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0.5104177855340405,0.2605263157894737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.7163503994113789,0.5131578947368421,3.0,6.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,93,Twitter Mesos Q1 Sprint 4,-36,14,8,41,10,26,0,0,3,12,5,37,10,18,2,8,18.0,7.0,5.0,16.0,1.0,1.0,19.0,3.5555555555555554,2.0,4.328051079156859,18.73202614379085,18.0,0.0,2.0,0.4444444444444444,0.0,0.7047921864945659,0.496732026143791,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.2222222222222223,1.0,1.0602749674192764,1.1241830065359475,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5555555555555556,1.0,0.5113099925649136,0.26143790849673204,1.0,0.0,1.0,0.05555555555555555,0.0,0.23570226039551584,0.05555555555555556,1.0,0.0,3.0,0.2222222222222222,0.0,0.7320844981409597,0.5359477124183007,3.0,2.0,6.0,12.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,99,Twitter Mesos Q1 Sprint 5,-3,14,0,0,10,32,2,11,8,21,0,0,0,0,2,6,16.0,9.0,2.0,12.0,2.0,1.0,13.0,4.5,3.5,3.9157800414902435,15.333333333333334,12.0,0.0,3.0,0.5625,0.0,0.8920949127381756,0.7958333333333333,3.0,0.0,1.0,0.9375,1.0,0.25,0.0625,1.0,0.0,4.0,1.125,1.0,1.1474609652039003,1.3166666666666667,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4375,0.0,0.51234753829798,0.2625,1.0,0.0,1.0,0.125,0.0,0.3415650255319866,0.11666666666666667,1.0,0.0,3.0,0.5,0.0,0.816496580927726,0.6666666666666666,3.0,1.0,5.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,102,Mesosphere Q1 Sprint 6 - 4/3,-3,14,0,0,1,3,0,0,0,0,1,3,0,0,2,1,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,104,Twitter Mesos Q1 Sprint 6,-18,7,8,38,3,8,0,0,11,46,0,0,0,0,2,6,18.0,13.0,3.0,13.0,5.0,0.0,30.0,4.0,1.5,7.259881703784241,52.705882352941174,30.0,0.0,2.0,0.2222222222222222,0.0,0.5483188805533162,0.30065359477124187,2.0,0.0,2.0,0.6666666666666666,1.0,0.5940885257860047,0.3529411764705883,2.0,0.0,4.0,0.7777777777777778,0.0,1.114374293206496,1.2418300653594774,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2222222222222222,0.0,0.42779263194649864,0.18300653594771243,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2777777777777778,0.0,0.4608885989624768,0.2124183006535948,1.0,2.0,2.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,106,Mesosphere Q1 Sprint 7 - 4/17,-1,14,0,0,1,1,0,0,0,0,1,1,0,0,2,2,1.0,0.0,0.0,1.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,108,Mesosphere Q2 Sprint 8 - 5/1,-1,14,1,1,0,0,0,0,1,1,0,0,0,0,2,2,1.0,0.0,0.0,1.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
