valid_issues,no_issues,no_issue_starttime,no_issue_added,no_issue_removed,boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember,no_issues,type_freq_Improvement,type_freq_Task,priority_freq_Major,priority_freq_Minor,no_comment_min,no_comment_max,no_comment_mean,no_comment_median,no_comment_std,no_comment_var,no_comment_range,no_affectversion_min,no_affectversion_max,no_affectversion_mean,no_affectversion_median,no_affectversion_std,no_affectversion_var,no_affectversion_range,no_fixversion_min,no_fixversion_max,no_fixversion_mean,no_fixversion_median,no_fixversion_std,no_fixversion_var,no_fixversion_range,no_issuelink_min,no_issuelink_max,no_issuelink_mean,no_issuelink_median,no_issuelink_std,no_issuelink_var,no_issuelink_range,no_blocking_min,no_blocking_max,no_blocking_mean,no_blocking_median,no_blocking_std,no_blocking_var,no_blocking_range,no_blockedby_min,no_blockedby_max,no_blockedby_mean,no_blockedby_median,no_blockedby_std,no_blockedby_var,no_blockedby_range,no_fixversion_change_min,no_fixversion_change_max,no_fixversion_change_mean,no_fixversion_change_median,no_fixversion_change_std,no_fixversion_change_var,no_fixversion_change_range,no_priority_change_min,no_priority_change_max,no_priority_change_mean,no_priority_change_median,no_priority_change_std,no_priority_change_var,no_priority_change_range,no_des_change_min,no_des_change_max,no_des_change_mean,no_des_change_median,no_des_change_std,no_des_change_var,no_des_change_range,gunning_fog_freq_easy,type_freq_Bug,gunning_fog_freq_hard,type_freq_Epic,priority_freq_Critical,type_freq_Story,priority_freq_Trivial,type_freq_Documentation,type_freq_Wish,priority_freq_Blocker,type_freq_Sub-task,type_freq_Technical task,type_freq_New Feature,type_freq_Test,type_freq_Umbrella
False,11.0,6,3,0,35,30,Q3 Sprint 3,-15,11,6,23,3,5,0,0,2,11,2,7,5,10,2,4,11.0,2.0,2.0,10.0,1.0,1.0,6.0,2.636363636363636,2.0,1.5666989036012806,2.454545454545455,5.0,0.0,1.0,0.1818181818181818,0.0,0.4045199174779452,0.1636363636363636,1.0,0.0,1.0,0.7272727272727273,1.0,0.4670993664969137,0.2181818181818181,1.0,0.0,4.0,0.5454545454545454,0.0,1.2135597524338355,1.4727272727272729,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6363636363636364,1.0,0.674199862463242,0.4545454545454545,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3636363636363636,0.0,0.8090398349558904,0.6545454545454543,2.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,14.0,9,2,0,35,31,Q3 Sprint 4,-12,11,9,26,2,3,0,0,4,15,1,2,6,12,2,7,14.0,4.0,1.0,10.0,3.0,0.0,44.0,7.0,2.0,12.569805089976535,158.0,44.0,0.0,1.0,0.4285714285714285,0.0,0.5135525910130955,0.2637362637362637,1.0,0.0,1.0,0.7857142857142857,1.0,0.4258153136263201,0.1813186813186813,1.0,0.0,6.0,1.0714285714285714,0.0,1.859043828435456,3.456043956043956,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.2857142857142858,0.0,2.2336094083368714,4.989010989010989,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4285714285714285,0.0,0.8516306272526403,0.7252747252747255,2.0,3.0,9.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,22.0,0,7,2,35,36,Mesos Q3 Sprint 5,14,14,0,0,7,11,2,2,5,9,0,0,0,0,2,5,22.0,5.0,2.0,18.0,2.0,0.0,4.0,1.5909090909090908,1.5,1.501081860941219,2.2532467532467537,4.0,0.0,1.0,0.2727272727272727,0.0,0.4558423058385518,0.2077922077922077,1.0,0.0,1.0,0.7272727272727273,1.0,0.4558423058385518,0.2077922077922077,1.0,0.0,8.0,1.2272727272727273,1.0,1.8754508837386323,3.517316017316017,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2727272727272727,0.0,0.4558423058385519,0.2077922077922078,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1363636363636363,0.0,0.4675625290960757,0.2186147186147186,2.0,3.0,12.0,19.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
False,16.0,10,1,0,35,38,Mesos Q3 Sprint 6,-28,14,10,41,1,1,0,0,3,23,4,12,4,7,2,7,16.0,4.0,2.0,14.0,2.0,0.0,35.0,3.9375,2.0,8.504655587774655,72.32916666666667,35.0,0.0,1.0,0.3125,0.0,0.478713553878169,0.2291666666666666,1.0,0.0,1.0,0.75,1.0,0.4472135954999579,0.2,1.0,0.0,3.0,0.875,1.0,0.957427107756338,0.9166666666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1875,0.0,0.4031128874149275,0.1625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1875,0.0,0.4031128874149275,0.1625,1.0,3.0,9.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,19.0,14,0,0,35,43,Twitter Q4 Sprint 1,-18,14,14,45,0,0,0,0,7,16,2,18,5,11,2,6,19.0,1.0,2.0,14.0,3.0,0.0,5.0,2.1052631578947367,2.0,1.3289401308354825,1.7660818713450293,5.0,0.0,7.0,0.7894736842105263,0.0,1.6186052764450238,2.6198830409356724,7.0,0.0,1.0,0.8421052631578947,1.0,0.3746343246326776,0.1403508771929824,1.0,0.0,5.0,1.105263157894737,1.0,1.1496249070460265,1.3216374269005848,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.7894736842105263,0.0,2.043388997839429,4.175438596491229,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.4736842105263157,0.0,1.1722922015640782,1.3742690058479532,5.0,5.0,14.0,14.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
False,10.0,0,10,10,35,45,Mesosphere Q4 Sprint 1 10/31,0,12,0,0,10,30,10,30,0,0,0,0,0,0,2,4,10.0,1.0,1.0,8.0,2.0,0.0,5.0,3.3,3.5,1.7029386365926402,2.9000000000000004,5.0,0.0,7.0,1.2,0.5,2.14993539954628,4.622222222222222,7.0,0.0,1.0,0.8,1.0,0.4216370213557839,0.1777777777777778,1.0,0.0,5.0,1.4,1.0,1.4298407059684812,2.0444444444444447,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.2,0.0,3.1198290551460244,9.733333333333334,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.8,0.0,1.5491933384829668,2.4000000000000004,5.0,2.0,6.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,0,0,0,35,47,Mesosphere Q4 Sprint 2 - 11/14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,23.0,15,6,0,35,49,Twitter Mesos Q4 Sprint 2,-22,14,15,40,6,14,0,0,5,13,7,25,9,16,2,6,23.0,5.0,3.0,16.0,7.0,0.0,5.0,2.260869565217391,2.0,1.7377464849194206,3.019762845849802,5.0,0.0,7.0,0.6956521739130435,0.0,1.4904173487710703,2.221343873517786,7.0,0.0,1.0,0.782608695652174,1.0,0.4217411678366499,0.1778656126482213,1.0,0.0,5.0,0.8260869565217391,0.0,1.2303796130035891,1.5138339920948616,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.8695652173913043,0.0,2.05170323536517,4.209486166007905,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.782608695652174,0.0,1.166054799083818,1.3596837944664033,5.0,8.0,11.0,15.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,26.0,3,2,0,35,51,Twitter Mesos Q4 Sprint 3,26,14,3,15,2,3,0,0,5,18,0,0,0,0,2,6,26.0,5.0,8.0,18.0,7.0,0.0,7.0,2.269230769230769,2.0,2.1271143327558546,4.524615384615384,7.0,0.0,1.0,0.2692307692307692,0.0,0.4523443208612048,0.2046153846153846,1.0,0.0,1.0,0.6923076923076923,1.0,0.4706787243316416,0.2215384615384614,1.0,0.0,5.0,1.0769230769230769,0.0,1.6473755351607462,2.7138461538461547,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.6153846153846154,0.0,1.9611613513818404,3.8461538461538463,10.0,0.0,1.0,0.0384615384615384,0.0,0.196116135138184,0.0384615384615384,1.0,0.0,2.0,0.1923076923076923,0.0,0.5670436151994496,0.3215384615384614,2.0,8.0,8.0,18.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,16.0,12,3,1,35,56,Twitter Mesos Q4 Sprint 4,-26,14,12,56,3,7,1,8,2,8,4,18,8,29,2,5,16.0,4.0,8.0,14.0,2.0,0.0,7.0,2.0,2.0,2.250925735484551,5.066666666666666,7.0,0.0,1.0,0.125,0.0,0.3415650255319866,0.1166666666666666,1.0,0.0,1.0,0.8125,1.0,0.4031128874149275,0.1625,1.0,0.0,5.0,0.9375,1.0,1.2893796958227628,1.6625,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4375,0.0,0.51234753829798,0.2625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.625,0.0,1.2041594578792296,1.45,4.0,4.0,3.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,10.0,7,1,0,35,57,Twitter Mesos Q4 Sprint 5,-33,14,7,37,1,5,0,0,4,28,3,13,1,1,2,6,10.0,1.0,5.0,8.0,1.0,0.0,6.0,1.0,0.0,2.0,4.0,6.0,0.0,1.0,0.1,0.0,0.3162277660168379,0.1,1.0,0.0,1.0,0.7,1.0,0.4830458915396479,0.2333333333333332,1.0,0.0,5.0,1.3,1.0,1.4944341180973264,2.2333333333333334,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.0,0.6749485577105528,0.4555555555555555,2.0,2.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
True,6.0,6,0,0,35,63,Twitter Mesos Q4 Sprint 6,-24,14,6,32,0,0,0,0,4,21,1,3,1,8,2,5,6.0,1.0,4.0,6.0,0.0,0.0,3.0,1.0,0.0,1.5491933384829668,2.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.5163977794943223,0.2666666666666667,1.0,0.0,2.0,1.1666666666666667,1.0,0.752772652709081,0.5666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1666666666666666,0.0,0.408248290463863,0.1666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.8366600265340756,0.7,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,19.0,11,0,0,35,72,Twitter Mesos Q1 Sprint 1,-16,14,11,41,0,0,0,0,6,32,3,5,2,4,2,6,19.0,4.0,5.0,16.0,3.0,0.0,6.0,1.0,0.0,1.5986105077709063,2.555555555555556,6.0,0.0,2.0,0.3157894736842105,0.0,0.5823927253578186,0.3391812865497076,2.0,0.0,1.0,0.8947368421052632,1.0,0.3153017676423058,0.0994152046783625,1.0,0.0,5.0,0.9473684210526316,0.0,1.3529262199858298,1.830409356725146,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2105263157894736,0.0,0.5353033790313108,0.2865497076023391,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2105263157894736,0.0,0.5353033790313108,0.2865497076023391,2.0,5.0,9.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,18.0,10,1,0,35,80,Twitter Mesos Q1 Sprint 2,-14,14,10,42,1,2,0,0,3,17,3,16,5,11,2,6,18.0,5.0,5.0,15.0,3.0,0.0,9.0,2.1666666666666665,1.0,2.8127859331777016,7.911764705882355,9.0,0.0,7.0,0.7222222222222222,0.0,1.6379885640466825,2.6830065359477127,7.0,0.0,1.0,0.9444444444444444,1.0,0.2357022603955158,0.0555555555555555,1.0,0.0,5.0,1.3888888888888888,1.0,1.685191170474659,2.8398692810457518,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4444444444444444,0.0,0.7838233761296739,0.6143790849673202,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1666666666666666,0.0,0.3834824944236852,0.1470588235294117,1.0,5.0,7.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,1.0,0,1,0,35,81,Mesosphere Q1 Sprint 4 - 3/6,0,14,0,0,1,1,0,0,0,0,1,1,0,0,2,2,1.0,0.0,0.0,1.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,20.0,10,0,0,35,87,Twitter Mesos Q1 Sprint 3,-19,13,10,49,0,0,0,0,5,28,2,7,3,14,2,8,20.0,8.0,4.0,18.0,2.0,0.0,6.0,1.7,1.0,2.054520048960085,4.221052631578948,6.0,0.0,7.0,0.8,0.0,1.6415653633362466,2.6947368421052635,7.0,0.0,1.0,0.85,1.0,0.3663475485325232,0.1342105263157894,1.0,0.0,5.0,1.25,1.0,1.4823523268955432,2.1973684210526314,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15,0.0,0.3663475485325232,0.1342105263157894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.0,0.6958523739384592,0.4842105263157892,3.0,7.0,7.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,18.0,8,5,0,35,93,Twitter Mesos Q1 Sprint 4,-20,14,8,41,5,10,0,0,5,28,3,16,5,7,2,8,18.0,7.0,5.0,16.0,1.0,0.0,12.0,2.611111111111111,1.5,3.220136805440358,10.369281045751634,12.0,0.0,2.0,0.4444444444444444,0.0,0.7047921864945659,0.496732026143791,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.1111111111111112,1.0,1.078609610939221,1.1633986928104576,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2777777777777778,0.0,0.4608885989624768,0.2124183006535948,1.0,0.0,1.0,0.0555555555555555,0.0,0.2357022603955158,0.0555555555555555,1.0,0.0,3.0,0.2222222222222222,0.0,0.7320844981409597,0.5359477124183007,3.0,6.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,16.0,0,4,2,35,99,Twitter Mesos Q1 Sprint 5,11,14,0,0,4,18,2,11,2,7,0,0,0,0,2,6,16.0,9.0,2.0,12.0,2.0,0.0,12.0,2.875,1.0,3.5753787678137448,12.783333333333331,12.0,0.0,3.0,0.5625,0.0,0.8920949127381756,0.7958333333333333,3.0,0.0,1.0,0.9375,1.0,0.25,0.0625,1.0,0.0,4.0,1.0625,1.0,1.181453906563152,1.3958333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,0.0,0.25,0.0625,1.0,0.0,3.0,0.4375,0.0,0.8139410298049853,0.6625,3.0,2.0,5.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
False,1.0,0,0,0,35,102,Mesosphere Q1 Sprint 6 - 4/3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,18.0,8,3,0,35,104,Twitter Mesos Q1 Sprint 6,-18,7,8,38,3,8,0,0,3,20,2,5,6,21,2,6,18.0,13.0,3.0,13.0,5.0,0.0,30.0,4.0,1.5,7.259881703784241,52.70588235294117,30.0,0.0,2.0,0.2222222222222222,0.0,0.5483188805533162,0.3006535947712418,2.0,0.0,2.0,0.6666666666666666,1.0,0.5940885257860047,0.3529411764705883,2.0,0.0,4.0,0.7222222222222222,0.0,1.127493605332358,1.2712418300653592,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2222222222222222,0.0,0.4277926319464986,0.1830065359477124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2777777777777778,0.0,0.4608885989624768,0.2124183006535948,1.0,6.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,1.0,0,1,0,35,106,Mesosphere Q1 Sprint 7 - 4/17,-1,14,0,0,1,1,0,0,0,0,1,1,0,0,2,2,1.0,0.0,0.0,1.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,1.0,1,0,0,35,108,Mesosphere Q2 Sprint 8 - 5/1,-1,14,1,1,0,0,0,0,1,1,0,0,0,0,2,2,1.0,0.0,0.0,1.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,10.0,0,0,0,35,113,Twitter Q2 Sprint 1 - 4/13,22,14,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10.0,5.0,3.0,8.0,1.0,1.0,13.0,4.7,1.5,5.186520991955976,26.9,12.0,0.0,2.0,0.3,0.0,0.6749485577105528,0.4555555555555555,2.0,0.0,1.0,0.8,1.0,0.4216370213557839,0.1777777777777778,1.0,0.0,4.0,1.2,0.5,1.4757295747452437,2.177777777777778,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.3162277660168379,0.1,1.0,0.0,1.0,0.1,0.0,0.3162277660168379,0.1,1.0,0.0,1.0,0.1,0.0,0.3162277660168379,0.1,1.0,2.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,0,0,0,35,115,Mesosphere Q1 Sprint 9 - 5/15,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.0,0.0,0.0,1.0,0.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,16.0,5,3,1,35,118,Twitter Q2 Sprint 2,-16,14,5,17,3,7,1,1,4,16,2,6,1,1,2,4,16.0,5.0,7.0,12.0,3.0,0.0,2.0,0.625,1.0,0.6191391873668903,0.3833333333333333,2.0,0.0,2.0,0.25,0.0,0.5773502691896257,0.3333333333333333,2.0,0.0,1.0,0.75,1.0,0.4472135954999579,0.2,1.0,0.0,4.0,0.875,0.5,1.1474609652039005,1.3166666666666669,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,0.0,0.25,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,0.0,0.25,0.0625,1.0,11.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,18.0,0,1,0,35,128,Twitter Q2 Sprint 3 - 5/11,34,14,0,0,1,5,0,0,1,5,0,0,0,0,2,3,18.0,6.0,8.0,17.0,0.0,0.0,5.0,1.3333333333333333,1.0,1.3719886811400708,1.882352941176471,5.0,0.0,2.0,0.1111111111111111,0.0,0.4714045207910317,0.2222222222222222,2.0,0.0,1.0,0.7777777777777778,1.0,0.4277926319464986,0.1830065359477124,1.0,0.0,3.0,0.6111111111111112,0.0,0.9785276387866012,0.9575163398692812,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1666666666666666,0.0,0.3834824944236852,0.1470588235294117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.7669649888473704,0.5882352941176471,3.0,9.0,2.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,25.0,0,2,1,35,132,Twitter Q2 Sprint 3,36,13,0,0,2,4,1,3,1,1,0,0,0,0,2,4,25.0,10.0,9.0,25.0,0.0,0.0,14.0,1.44,1.0,2.770078217908898,7.673333333333335,14.0,0.0,2.0,0.32,0.0,0.5567764362830021,0.3099999999999999,2.0,0.0,1.0,0.68,1.0,0.4760952285695233,0.2266666666666666,1.0,0.0,3.0,0.6,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16,0.0,0.374165738677394,0.1399999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.44,0.0,1.044030650891055,1.09,4.0,12.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,27.0,12,3,0,35,141,Twitter Mesos Q2 Sprint 5,-5,14,12,43,3,8,0,0,15,51,0,0,0,0,2,7,27.0,13.0,7.0,20.0,3.0,0.0,12.0,2.074074074074074,1.0,2.5709310783618085,6.6096866096866105,12.0,0.0,2.0,0.2222222222222222,0.0,0.5063696835418333,0.2564102564102564,2.0,0.0,1.0,0.7407407407407407,1.0,0.4465760847047224,0.1994301994301994,1.0,0.0,4.0,0.8518518518518519,0.0,1.166971877049041,1.3618233618233615,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2592592592592592,0.0,0.4465760847047224,0.1994301994301994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2962962962962963,0.0,0.5417077564954128,0.2934472934472934,2.0,14.0,7.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
False,1.0,0,1,1,35,142,Mesosphere Sprint 12,0,14,0,0,1,3,1,3,0,0,0,0,0,0,2,1,1.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
