boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember,type_Task,type_Improvement,type_Bug,type_Epic,priority_Major,priority_Minor,priority_Trivial,priority_Critical,no_comment_min,no_comment_max,no_comment_mean,no_comment_median,no_comment_std,no_comment_var,no_comment_range,no_comment_freq,no_affectversion_min,no_affectversion_max,no_affectversion_mean,no_affectversion_median,no_affectversion_std,no_affectversion_var,no_affectversion_range,no_affectversion_freq,no_fixversion_min,no_fixversion_max,no_fixversion_mean,no_fixversion_median,no_fixversion_std,no_fixversion_var,no_fixversion_range,no_fixversion_freq,no_issuelink_min,no_issuelink_max,no_issuelink_mean,no_issuelink_median,no_issuelink_std,no_issuelink_var,no_issuelink_range,no_issuelink_freq,no_blocking_min,no_blocking_max,no_blocking_mean,no_blocking_median,no_blocking_std,no_blocking_var,no_blocking_range,no_blocking_freq,no_blockedby_min,no_blockedby_max,no_blockedby_mean,no_blockedby_median,no_blockedby_std,no_blockedby_var,no_blockedby_range,no_blockedby_freq,no_fixversion_change_min,no_fixversion_change_max,no_fixversion_change_mean,no_fixversion_change_median,no_fixversion_change_std,no_fixversion_change_var,no_fixversion_change_range,no_fixversion_change_freq,no_priority_change_min,no_priority_change_max,no_priority_change_mean,no_priority_change_median,no_priority_change_std,no_priority_change_var,no_priority_change_range,no_priority_change_freq,no_des_change_min,no_des_change_max,no_des_change_mean,no_des_change_median,no_des_change_std,no_des_change_var,no_des_change_range,no_des_change_freq,gunning_fog_easy,gunning_fog_hard,priority_Blocker,type_Story,type_Documentation,type_Wish,type_Sub-task,type_Technical task,type_New Feature,type_Test,type_Umbrella
35,36,Mesos Q3 Sprint 5,14,14,0,0,7,11,2,2,5,9,0,0,0,0,2,5,2.0,9.0,22.0,7.0,38.0,2.0,,1.0,0.0,11.0,2.261904761904762,2.0,2.43009107336635,5.905342624854819,11.0,0.0,0.0,1.0,0.30952380952380953,0.0,0.4679011380933327,0.218931475029036,1.0,0.0,0.0,1.0,0.38095238095238093,0.0,0.49150743499231975,0.2415795586527294,1.0,0.0,0.0,8.0,1.7857142857142858,0.5,2.6368469186651446,6.952961672473867,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21428571428571427,0.0,0.4152997322366327,0.17247386759581881,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.16666666666666666,0.0,0.5372316876161176,0.2886178861788618,2.0,0.0,7.0,35.0,1.0,1.0,1.0,,,,,,
35,38,Mesos Q3 Sprint 6,-28,14,10,41,1,1,0,0,3,23,4,12,4,7,2,7,2.0,4.0,15.0,2.0,19.0,5.0,,,0.0,35.0,4.541666666666667,3.0,7.168646507788146,51.38949275362317,35.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.5089773777040516,0.2590579710144928,1.0,0.0,0.0,1.0,0.5,0.5,0.5107539184552492,0.2608695652173913,1.0,0.0,0.0,3.0,1.125,1.0,0.8998792189486611,0.8097826086956522,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.3378319623460881,0.11413043478260869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2916666666666667,0.0,0.6240935455708451,0.3894927536231884,2.0,0.0,5.0,19.0,,1.0,,,,,,,
35,43,Twitter Q4 Sprint 1,-18,14,14,45,0,0,0,0,7,16,2,18,5,11,2,6,2.0,4.0,17.0,2.0,21.0,4.0,,1.0,0.0,12.0,2.814814814814815,2.0,3.0386869258971436,9.233618233618232,12.0,2.0,0.0,7.0,0.6666666666666666,0.0,1.3867504905630728,1.9230769230769231,7.0,0.0,0.0,1.0,0.5925925925925926,1.0,0.5007117441325405,0.2507122507122507,1.0,1.0,0.0,5.0,1.1851851851851851,1.0,1.001423488265081,1.0028490028490027,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.5555555555555556,0.0,1.7394369852458083,3.0256410256410264,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.48148148148148145,0.0,1.08735283249559,1.1823361823361822,5.0,0.0,7.0,20.0,1.0,2.0,,,,,,,
35,45,Mesosphere Q4 Sprint 1 10/31,0,12,0,0,10,30,10,30,0,0,0,0,0,0,2,4,9.0,13.0,13.0,6.0,30.0,9.0,,4.0,0.0,18.0,4.372093023255814,3.0,5.2735785979954715,27.81063122923588,18.0,3.0,0.0,7.0,0.3953488372093023,0.0,1.1368196004585385,1.292358803986711,7.0,0.0,0.0,1.0,0.18604651162790697,0.0,0.3937496154790789,0.15503875968992248,1.0,0.0,0.0,5.0,1.0,1.0,1.3627702877384937,1.8571428571428572,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.27906976744186046,0.0,1.5325916642414332,2.348837209302326,10.0,0.0,0.0,1.0,0.06976744186046512,0.0,0.2577696311132336,0.06644518272425251,1.0,0.0,0.0,5.0,0.4883720930232558,0.0,0.9849363775260239,0.9700996677740864,5.0,0.0,14.0,29.0,,2.0,,,,,,,
35,47,Mesosphere Q4 Sprint 2 - 11/14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1.0,4.0,3.0,2.0,8.0,,,3.0,0.0,18.0,5.2727272727272725,2.0,7.01556710595671,49.21818181818181,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.3015113445777636,0.09090909090909088,1.0,0.0,0.0,4.0,0.7272727272727273,0.0,1.6180796699117808,2.6181818181818173,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.45454545454545453,0.0,0.6875516509523286,0.47272727272727266,2.0,0.0,7.0,4.0,,,1.0,,,,,,
35,49,Twitter Mesos Q4 Sprint 2,-22,14,15,40,6,14,0,0,5,13,7,25,9,16,2,6,3.0,8.0,16.0,2.0,25.0,9.0,,,0.0,12.0,2.8529411764705883,2.5,2.903836051607727,8.432263814616753,12.0,4.0,0.0,7.0,0.6176470588235294,0.0,1.2556467820827337,1.5766488413547242,7.0,0.0,0.0,1.0,0.5294117647058824,1.0,0.5066403971048989,0.25668449197860965,1.0,1.0,0.0,5.0,1.0294117647058822,1.0,1.1142409868727206,1.2415329768270944,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.5882352941176471,0.0,1.7253483979979676,2.976827094474153,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.6764705882352942,0.0,1.0651671724050364,1.1345811051693404,5.0,0.0,10.0,24.0,,4.0,1.0,,,,,,
35,51,Twitter Mesos Q4 Sprint 3,26,14,3,15,2,3,0,0,5,18,0,0,0,0,2,6,8.0,7.0,15.0,,26.0,11.0,,1.0,0.0,7.0,2.3684210526315788,2.0,2.032453618121476,4.130867709815079,7.0,0.0,0.0,1.0,0.2894736842105263,0.0,0.45960586739381004,0.2112375533428165,1.0,0.0,0.0,1.0,0.47368421052631576,0.0,0.506009406240056,0.256045519203414,1.0,0.0,0.0,5.0,1.236842105263158,1.0,1.4599927901768632,2.131578947368422,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.42105263157894735,0.0,1.6379218696900972,2.682788051209104,10.0,0.0,0.0,1.0,0.02631578947368421,0.0,0.16222142113076257,0.02631578947368422,1.0,0.0,0.0,2.0,0.21052631578947367,0.0,0.5280200004832999,0.278805120910384,2.0,0.0,8.0,30.0,,6.0,2.0,,,,,,
35,56,Twitter Mesos Q4 Sprint 4,-26,14,12,56,3,7,1,8,2,8,4,18,8,29,2,5,8.0,6.0,5.0,,19.0,2.0,,,0.0,7.0,2.0476190476190474,2.0,2.011869540407391,4.0476190476190474,7.0,2.0,0.0,1.0,0.09523809523809523,0.0,0.30079260375911915,0.09047619047619046,1.0,0.0,0.0,1.0,0.7142857142857143,1.0,0.4629100498862757,0.21428571428571427,1.0,1.0,0.0,5.0,0.9523809523809523,1.0,1.1608699529314415,1.3476190476190473,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.4830458915396479,0.23333333333333325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.47619047619047616,0.0,1.0779168622415933,1.1619047619047622,4.0,0.0,4.0,17.0,,2.0,,,,,,,
35,57,Twitter Mesos Q4 Sprint 5,-33,14,7,37,1,5,0,0,4,28,3,13,1,1,2,6,5.0,1.0,4.0,,9.0,1.0,,,0.0,6.0,1.1818181818181819,0.0,1.9908883353006928,3.963636363636364,6.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.30151134457776363,0.0909090909090909,1.0,0.0,0.0,1.0,0.6363636363636364,1.0,0.504524979109513,0.2545454545454545,1.0,1.0,0.0,5.0,1.2727272727272727,1.0,1.4206272622267315,2.0181818181818185,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2727272727272727,0.0,0.6466697906828633,0.41818181818181827,2.0,0.0,2.0,9.0,1.0,1.0,,,,,,,
35,63,Twitter Mesos Q4 Sprint 6,-24,14,6,32,0,0,0,0,4,21,1,3,1,8,2,5,4.0,1.0,2.0,,7.0,,,,0.0,3.0,1.2857142857142858,0.0,1.6035674514745464,2.5714285714285716,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.5345224838248488,0.2857142857142857,1.0,1.0,0.0,2.0,1.1428571428571428,1.0,0.6900655593423543,0.4761904761904763,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,0.37796447300922725,0.14285714285714288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.42857142857142855,0.0,0.7867957924694431,0.619047619047619,2.0,0.0,1.0,6.0,,,,,,,,,
35,72,Twitter Mesos Q1 Sprint 1,-16,14,11,41,0,0,0,0,6,32,3,5,2,4,2,6,5.0,4.0,9.0,,16.0,3.0,,,0.0,6.0,1.0,0.0,1.5986105077709065,2.5555555555555554,6.0,0.0,0.0,2.0,0.3157894736842105,0.0,0.5823927253578186,0.3391812865497076,2.0,0.0,0.0,1.0,0.8947368421052632,1.0,0.3153017676423058,0.09941520467836257,1.0,1.0,0.0,5.0,0.9473684210526315,0.0,1.3529262199858298,1.830409356725146,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.21052631578947367,0.0,0.5353033790313108,0.2865497076023391,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.21052631578947367,0.0,0.5353033790313108,0.2865497076023391,2.0,0.0,5.0,14.0,,1.0,,,,,,,
35,80,Twitter Mesos Q1 Sprint 2,-14,14,10,42,1,2,0,0,3,17,3,16,5,11,2,6,7.0,7.0,10.0,,21.0,6.0,,,0.0,9.0,2.259259259259259,1.0,2.7539145927289725,7.584045584045583,9.0,0.0,0.0,7.0,0.5925925925925926,0.0,1.3660515605557744,1.8660968660968664,7.0,0.0,0.0,1.0,0.7037037037037037,1.0,0.4653216269680752,0.21652421652421652,1.0,1.0,0.0,5.0,1.0740740740740742,1.0,1.4656562175858798,2.148148148148148,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2962962962962963,0.0,0.6688000054526371,0.4472934472934474,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,0.32025630761017426,0.10256410256410257,1.0,0.0,7.0,20.0,,3.0,,,,,,,
35,81,Mesosphere Q1 Sprint 4 - 3/6,0,14,0,0,1,1,0,0,0,0,1,1,0,0,2,2,16.0,4.0,11.0,1.0,20.0,4.0,2.0,6.0,0.0,16.0,4.363636363636363,4.0,4.400413203738527,19.363636363636367,16.0,1.0,0.0,1.0,0.09090909090909091,0.0,0.2919371040605711,0.08522727272727272,1.0,0.0,0.0,1.0,0.45454545454545453,0.0,0.5056498968474316,0.2556818181818181,1.0,0.0,0.0,4.0,0.8181818181818182,1.0,1.0141050689692321,1.028409090909091,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06060606060606061,0.0,0.24230584229877994,0.058712121212121215,1.0,0.0,0.0,1.0,0.030303030303030304,0.0,0.17407765595569785,0.030303030303030307,1.0,0.0,0.0,4.0,0.45454545454545453,0.0,0.7941547822570976,0.6306818181818181,4.0,0.0,11.0,22.0,1.0,,1.0,,,,,,
35,87,Twitter Mesos Q1 Sprint 3,-19,13,10,49,0,0,0,0,5,28,2,7,3,14,2,8,6.0,13.0,12.0,,29.0,3.0,,,0.0,6.0,1.5,0.0,2.079081683138325,4.32258064516129,6.0,0.0,0.0,7.0,0.84375,0.0,1.4167061980569235,2.007056451612903,7.0,0.0,0.0,1.0,0.71875,1.0,0.45680340939917435,0.2086693548387097,1.0,1.0,0.0,5.0,1.03125,0.0,1.3316101095557091,1.7731854838709677,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09375,0.0,0.29614458108029906,0.08770161290322581,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.125,0.0,0.5535807194106618,0.3064516129032258,3.0,0.0,9.0,23.0,,,1.0,,,,,,
35,93,Twitter Mesos Q1 Sprint 4,-20,14,8,41,5,10,0,0,5,28,3,16,5,7,2,8,5.0,8.0,6.0,,17.0,1.0,,1.0,0.0,12.0,2.526315789473684,1.0,3.1511624143168993,9.929824561403509,12.0,0.0,0.0,2.0,0.5263157894736842,0.0,0.7723284457212329,0.5964912280701755,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.1578947368421053,1.0,1.067872125861979,1.1403508771929824,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2631578947368421,0.0,0.4524139283588641,0.20467836257309946,1.0,0.0,0.0,1.0,0.05263157894736842,0.0,0.22941573387056177,0.052631578947368425,1.0,0.0,0.0,3.0,0.21052631578947367,0.0,0.7132825035177586,0.5087719298245613,3.0,0.0,6.0,13.0,,,,,,,,,
35,99,Twitter Mesos Q1 Sprint 5,11,14,0,0,4,18,2,11,2,7,0,0,0,0,2,6,2.0,11.0,6.0,,15.0,2.0,,1.0,0.0,12.0,2.9473684210526314,1.0,3.341218743222071,11.163742690058477,12.0,1.0,0.0,3.0,0.631578947368421,0.0,0.8950807732508138,0.8011695906432748,3.0,0.0,0.0,1.0,0.8947368421052632,1.0,0.3153017676423058,0.09941520467836257,1.0,1.0,0.0,4.0,1.0,1.0,1.1547005383792515,1.3333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05263157894736842,0.0,0.22941573387056177,0.05263157894736842,1.0,0.0,0.0,3.0,0.42105263157894735,0.0,0.7685331969757723,0.5906432748538012,3.0,0.0,2.0,17.0,1.0,,,,,,,,
35,102,Mesosphere Q1 Sprint 6 - 4/3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14.0,3.0,11.0,5.0,28.0,1.0,2.0,8.0,0.0,10.0,3.230769230769231,2.0,2.8696372268572876,8.234817813765183,10.0,1.0,0.0,1.0,0.1794871794871795,0.0,0.38877641198447155,0.15114709851551955,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.47756693294091923,0.22807017543859642,1.0,0.0,0.0,4.0,1.0769230769230769,1.0,1.3838279362279908,1.9149797570850204,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02564102564102564,0.0,0.16012815380508716,0.02564102564102565,1.0,0.0,0.0,1.0,0.10256410256410256,0.0,0.30735474060472817,0.09446693657219973,1.0,0.0,0.0,5.0,0.6666666666666666,0.0,1.1994150621148918,1.4385964912280698,5.0,0.0,11.0,28.0,,4.0,2.0,,,,,,
35,104,Twitter Mesos Q1 Sprint 6,-18,7,8,38,3,8,0,0,3,20,2,5,6,21,2,6,3.0,15.0,2.0,,15.0,5.0,,,0.0,30.0,4.2,1.5,7.082966966789523,50.16842105263157,30.0,0.0,0.0,2.0,0.3,0.0,0.6569466853317862,0.431578947368421,2.0,0.0,0.0,2.0,0.65,1.0,0.5871429486123999,0.34473684210526323,2.0,1.0,0.0,4.0,0.75,0.0,1.118033988749895,1.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.4103913408340617,0.168421052631579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.4701623459816272,0.22105263157894733,1.0,0.0,6.0,14.0,,,,,,,,,
35,106,Mesosphere Q1 Sprint 7 - 4/17,-1,14,0,0,1,1,0,0,0,0,1,1,0,0,2,2,9.0,3.0,9.0,10.0,27.0,1.0,5.0,8.0,0.0,10.0,3.4146341463414633,4.0,3.209171308578724,10.29878048780488,10.0,0.0,0.0,1.0,0.24390243902439024,0.0,0.43476935292624114,0.1890243902439024,1.0,0.0,0.0,1.0,0.2926829268292683,0.0,0.4606464174952623,0.21219512195121948,1.0,0.0,0.0,8.0,1.7073170731707317,0.0,2.6855530383798456,7.21219512195122,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12195121951219512,0.0,0.33129457822453967,0.10975609756097562,1.0,0.0,0.0,5.0,0.6341463414634146,0.0,1.1780513053550685,1.3878048780487808,5.0,0.0,10.0,31.0,,2.0,8.0,,,,,,
35,108,Mesosphere Q2 Sprint 8 - 5/1,-1,14,1,1,0,0,0,0,1,1,0,0,0,0,2,2,13.0,3.0,8.0,8.0,22.0,1.0,3.0,8.0,0.0,12.0,4.235294117647059,4.5,3.5849755802339076,12.852049910873442,12.0,1.0,0.0,1.0,0.23529411764705882,0.0,0.4305615452020461,0.1853832442067736,1.0,0.0,0.0,1.0,0.4411764705882353,0.0,0.5039947372613783,0.25401069518716574,1.0,0.0,0.0,8.0,1.3823529411764706,0.0,2.3614929263825295,5.576648841354723,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.058823529411764705,0.0,0.34299717028501764,0.1176470588235294,2.0,0.0,0.0,1.0,0.029411764705882353,0.0,0.17149858514250882,0.02941176470588235,1.0,0.0,0.0,8.0,1.4705882352941178,0.0,2.415044941142128,5.832442067736186,8.0,0.0,8.0,26.0,,,2.0,,,,,,
35,113,Twitter Q2 Sprint 1 - 4/13,22,14,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3.0,6.0,2.0,,9.0,1.0,,1.0,1.0,13.0,4.363636363636363,1.0,5.045249791095131,25.45454545454546,12.0,1.0,0.0,2.0,0.45454545454545453,0.0,0.8201995322647243,0.6727272727272726,2.0,0.0,0.0,1.0,0.8181818181818182,1.0,0.40451991747794525,0.16363636363636364,1.0,1.0,0.0,4.0,1.2727272727272727,1.0,1.4206272622267313,2.018181818181818,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.3015113445777636,0.09090909090909088,1.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.3015113445777636,0.09090909090909088,1.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.3015113445777636,0.09090909090909088,1.0,0.0,2.0,9.0,,,,,,,,,
35,115,Mesosphere Q1 Sprint 9 - 5/15,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9.0,4.0,3.0,8.0,23.0,1.0,2.0,4.0,0.0,12.0,3.933333333333333,1.5,4.03376553208241,16.27126436781609,12.0,0.0,0.0,1.0,0.23333333333333334,0.0,0.4301830671520762,0.18505747126436772,1.0,0.0,0.0,1.0,0.43333333333333335,0.0,0.5040069329937308,0.25402298850574706,1.0,0.0,0.0,8.0,1.8333333333333333,1.0,2.4080802674978763,5.7988505747126435,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.13333333333333333,0.0,0.507416263404925,0.25747126436781614,2.0,0.0,0.0,1.0,0.03333333333333333,0.0,0.18257418583505536,0.033333333333333326,1.0,0.0,0.0,5.0,0.6,0.0,1.2757688689165259,1.6275862068965519,5.0,0.0,9.0,21.0,,4.0,2.0,,,,,,
35,118,Twitter Q2 Sprint 2,-16,14,5,17,3,7,1,1,4,16,2,6,1,1,2,4,10.0,6.0,4.0,4.0,17.0,6.0,,1.0,0.0,5.0,0.6666666666666666,0.0,1.0901402648748688,1.188405797101449,5.0,0.0,0.0,2.0,0.375,0.0,0.6468989572333266,0.41847826086956524,2.0,0.0,0.0,1.0,0.5833333333333334,1.0,0.5036101551853349,0.2536231884057971,1.0,1.0,0.0,4.0,0.7083333333333334,0.0,1.0417028979206266,1.0851449275362317,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,0.0,0.28232985128663995,0.07971014492753623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.041666666666666664,0.0,0.20412414523193154,0.04166666666666668,1.0,0.0,17.0,7.0,,,,,,,,,
35,128,Twitter Q2 Sprint 3 - 5/11,34,14,0,0,1,5,0,0,1,5,0,0,0,0,2,3,8.0,7.0,2.0,,19.0,,,1.0,0.0,5.0,1.25,1.0,1.332784974957958,1.7763157894736843,5.0,1.0,0.0,2.0,0.2,0.0,0.6155870112510925,0.3789473684210527,2.0,0.0,0.0,1.0,0.75,1.0,0.4442616583193193,0.19736842105263158,1.0,1.0,0.0,3.0,0.7,0.0,0.9787209698591856,0.9578947368421048,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15,0.0,0.36634754853252327,0.13421052631578947,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.35,0.0,0.7451598203705947,0.5552631578947369,3.0,0.0,9.0,11.0,,2.0,1.0,,,,,,
35,132,Twitter Q2 Sprint 3,36,13,0,0,2,4,1,3,1,1,0,0,0,0,2,4,9.0,29.0,6.0,,44.0,,,,0.0,14.0,1.1818181818181819,1.0,2.1703362430816626,4.710359408033826,14.0,0.0,0.0,2.0,0.4318181818181818,0.0,0.586583615750035,0.34408033826638473,2.0,0.0,0.0,1.0,0.4772727272727273,0.0,0.5052577681363806,0.25528541226215645,1.0,0.0,0.0,3.0,0.38636363636363635,0.0,0.8412589981110147,0.7077167019027483,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.29080336345115265,0.08456659619450319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5227272727272727,0.0,1.2480428653125284,1.5576109936575058,4.0,0.0,18.0,26.0,,,,,,,,,
35,141,Twitter Mesos Q2 Sprint 5,-5,14,12,43,3,8,0,0,15,51,0,0,0,0,2,7,7.0,26.0,10.0,,30.0,9.0,,3.0,0.0,12.0,1.8604651162790697,1.0,2.3358632069051475,5.456256921373201,12.0,0.0,0.0,2.0,0.37209302325581395,0.0,0.5783085275572238,0.33444075304540427,2.0,0.0,0.0,1.0,0.5116279069767442,1.0,0.5057805388588732,0.2558139534883721,1.0,1.0,0.0,4.0,0.5813953488372093,0.0,1.028928201936246,1.0586932447397561,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16279069767441862,0.0,0.3735436838188142,0.13953488372093023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2558139534883721,0.0,0.49246818876301196,0.24252491694352157,2.0,0.0,24.0,19.0,1.0,,,,,,,,
35,142,Mesosphere Sprint 12,0,14,0,0,1,3,1,3,0,0,0,0,0,0,2,1,10.0,26.0,28.0,4.0,66.0,6.0,1.0,13.0,0.0,32.0,3.7790697674418605,2.0,5.2140109045457805,27.185909712722307,32.0,0.0,0.0,1.0,0.1511627906976744,0.0,0.3603084254117694,0.12982216142270858,1.0,0.0,0.0,1.0,0.3488372093023256,0.0,0.47939770694352374,0.22982216142270864,1.0,0.0,0.0,5.0,0.8837209302325582,1.0,1.0999315984204794,1.2098495212038307,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06976744186046512,0.0,0.2986517812719495,0.08919288645690837,2.0,0.0,0.0,1.0,0.023255813953488372,0.0,0.15159886590034527,0.022982216142270865,1.0,0.0,0.0,5.0,0.813953488372093,0.0,1.4512601251162365,2.1061559507523944,5.0,0.0,48.0,38.0,,8.0,8.0,2.0,,,,,
