boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember,type_freq_Technical task,type_freq_Story,priority_freq_Critical,priority_freq_Blocker,priority_freq_Minor,priority_freq_Major,no_comment_min,no_comment_max,no_comment_mean,no_comment_median,no_comment_std,no_comment_var,no_comment_range,no_affectversion_min,no_affectversion_max,no_affectversion_mean,no_affectversion_median,no_affectversion_std,no_affectversion_var,no_affectversion_range,no_fixversion_min,no_fixversion_max,no_fixversion_mean,no_fixversion_median,no_fixversion_std,no_fixversion_var,no_fixversion_range,no_issuelink_min,no_issuelink_max,no_issuelink_mean,no_issuelink_median,no_issuelink_std,no_issuelink_var,no_issuelink_range,no_blocking_min,no_blocking_max,no_blocking_mean,no_blocking_median,no_blocking_std,no_blocking_var,no_blocking_range,no_blockedby_min,no_blockedby_max,no_blockedby_mean,no_blockedby_median,no_blockedby_std,no_blockedby_var,no_blockedby_range,no_fixversion_change_min,no_fixversion_change_max,no_fixversion_change_mean,no_fixversion_change_median,no_fixversion_change_std,no_fixversion_change_var,no_fixversion_change_range,no_priority_change_min,no_priority_change_max,no_priority_change_mean,no_priority_change_median,no_priority_change_std,no_priority_change_var,no_priority_change_range,no_des_change_min,no_des_change_max,no_des_change_mean,no_des_change_median,no_des_change_std,no_des_change_var,no_des_change_range,gunning_fog_freq_easy,type_freq_Bug,type_freq_New Feature,type_freq_Improvement,type_freq_Task,gunning_fog_freq_hard,priority_freq_Trivial,type_freq_Epic
6,83,Sprint 49,59,11,31,119,11,28,5,22,0,0,8,34,29,92,1,13,1.0,43.0,4.0,0.0,53.0,11.0,0.0,7.0,0.5735294117647058,0.0,1.3306510186560543,1.770632133450395,7.0,0.0,2.0,0.2647058823529412,0.0,0.47685684384007776,0.22739244951712032,2.0,0.0,2.0,0.9558823529411765,1.0,0.40274518922654723,0.16220368744512734,2.0,0.0,4.0,0.4117647058823529,0.0,0.8849537321179365,0.7831431079894644,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0441176470588236,1.0,1.587580751542739,2.5204126426690077,9.0,0.0,1.0,0.014705882352941176,0.0,0.12126781251816653,0.014705882352941185,1.0,0.0,6.0,0.39705882352941174,0.0,0.9000780377834403,0.8101404741000882,6.0,42.0,19.0,0.0,5.0,0.0,26.0,0.0,0.0
6,85,Sprint 50,16,13,22,94,10,20,4,16,28,98,0,0,0,0,1,13,0.0,46.0,4.0,1.0,54.0,8.0,0.0,5.0,0.417910447761194,0.0,1.0891928305685443,1.1863410221619177,5.0,0.0,2.0,0.19402985074626866,0.0,0.434804239133152,0.18905472636815926,2.0,0.0,2.0,0.9850746268656716,1.0,0.4764940558449187,0.2270465852555405,2.0,0.0,2.0,0.11940298507462686,0.0,0.3701919264586908,0.13704206241519676,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.8656716417910447,0.0,1.2296282067807731,1.5119855269109,5.0,0.0,1.0,0.029850746268656716,0.0,0.17145979772029107,0.029398462234283135,1.0,0.0,4.0,0.208955223880597,0.0,0.616375363616857,0.37991858887381263,4.0,50.0,20.0,0.0,1.0,0.0,17.0,0.0,0.0
6,86,Sprint 51,-29,13,27,95,5,10,3,6,7,39,6,32,16,28,1,13,0.0,31.0,2.0,0.0,30.0,4.0,0.0,4.0,0.4722222222222222,0.0,0.9705995528865093,0.9420634920634918,4.0,0.0,1.0,0.1111111111111111,0.0,0.3187276291558383,0.1015873015873016,1.0,0.0,2.0,0.9166666666666666,1.0,0.5542047068934521,0.30714285714285716,2.0,0.0,2.0,0.2222222222222222,0.0,0.48468611999997996,0.23492063492063495,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9722222222222222,1.0,1.133543397899099,1.2849206349206348,4.0,0.0,1.0,0.05555555555555555,0.0,0.2323106841457232,0.05396825396825397,1.0,0.0,3.0,0.25,0.0,0.6035608621222174,0.36428571428571427,3.0,27.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0
6,87,Sprint 52,-2,14,14,84,1,1,3,18,3,15,7,50,2,2,1,9,0.0,19.0,1.0,2.0,19.0,4.0,0.0,1.0,0.11538461538461539,0.0,0.32581259360842113,0.10615384615384617,1.0,0.0,1.0,0.23076923076923078,0.0,0.4296689244236597,0.1846153846153846,1.0,0.0,2.0,0.9615384615384616,1.0,0.7200427337745576,0.5184615384615384,2.0,0.0,6.0,0.38461538461538464,0.0,1.2353759938390603,1.5261538461538458,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.38461538461538464,0.0,0.7524319545007682,0.5661538461538461,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2692307692307692,0.0,0.533493565673837,0.28461538461538466,2.0,17.0,6.0,0.0,1.0,0.0,9.0,0.0,0.0
6,88,Sprint 53,15,12,20,88,6,12,3,13,5,0,18,87,0,0,1,14,2.0,32.0,2.0,0.0,37.0,3.0,0.0,8.0,0.7380952380952381,0.0,1.6973368495830108,2.8809523809523805,8.0,0.0,1.0,0.14285714285714285,0.0,0.3541688016605732,0.12543554006968644,1.0,0.0,2.0,0.8571428571428571,0.5,0.9258200997725515,0.8571428571428572,2.0,0.0,2.0,0.19047619047619047,0.0,0.5516315153139573,0.3042973286875727,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.2619047619047619,0.0,1.9761939745011925,3.9053426248548195,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9523809523809523,0.0,1.9248361470003288,3.7049941927990715,10.0,29.0,5.0,0.0,1.0,0.0,13.0,0.0,2.0
6,90,Sprint 54,29,13,16,62,1,8,6,25,3,15,3,18,5,12,1,10,0.0,30.0,0.0,0.0,32.0,5.0,0.0,4.0,0.35135135135135137,0.0,0.8238195668219337,0.6786786786786785,4.0,0.0,1.0,0.16216216216216217,0.0,0.3736838766118223,0.13963963963963963,1.0,0.0,2.0,0.8648648648648649,1.0,0.630791485276948,0.397897897897898,2.0,0.0,2.0,0.16216216216216217,0.0,0.5007501879687623,0.2507507507507507,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.43243243243243246,0.0,1.0419143849595254,1.0855855855855858,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3783783783783784,0.0,0.7583370458279584,0.5750750750750749,3.0,27.0,6.0,0.0,0.0,0.0,10.0,0.0,1.0
9,12,Babbage - RC1 - Stage One,16,10,1,4,11,44,7,28,5,20,0,0,0,0,1,2,0.0,0.0,0.0,0.0,10.0,7.0,0.0,19.0,1.7647058823529411,0.0,4.576153020888641,20.941176470588232,19.0,0.0,2.0,0.7647058823529411,1.0,0.8313702367707394,0.6911764705882353,2.0,0.0,3.0,1.1764705882352942,1.0,0.8828430011649196,0.7794117647058822,3.0,0.0,4.0,0.8235294117647058,0.0,1.3339459376998315,1.7794117647058827,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6470588235294118,0.0,0.9963167462326072,0.9926470588235295,3.0,0.0,1.0,0.11764705882352941,0.0,0.3321055820775357,0.11029411764705882,1.0,0.0,3.0,0.5294117647058824,0.0,0.8744746321952062,0.7647058823529411,3.0,9.0,9.0,3.0,3.0,2.0,8.0,0.0,0.0
9,14,Babbage - RC1 - Stage Two,40,21,2,8,22,88,1,4,9,36,2,8,12,48,1,2,0.0,0.0,0.0,0.0,21.0,16.0,0.0,13.0,1.4054054054054055,0.0,2.83293584917229,8.025525525525524,13.0,0.0,2.0,0.5135135135135135,0.0,0.6920830723106721,0.47897897897897906,2.0,0.0,2.0,1.054054054054054,1.0,0.5747437083869039,0.33033033033033044,2.0,0.0,3.0,0.4594594594594595,0.0,0.8025859107560662,0.6441441441441442,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.24324324324324326,0.0,0.5479966243511911,0.3003003003003004,2.0,0.0,1.0,0.05405405405405406,0.0,0.2292434351351256,0.05255255255255254,1.0,0.0,4.0,0.3783783783783784,0.0,0.8929150560368534,0.797297297297297,4.0,19.0,12.0,5.0,7.0,13.0,18.0,0.0,0.0
9,17,The Road To SpringOne,28,30,17,68,13,52,2,8,10,40,1,4,17,68,1,3,0.0,0.0,0.0,0.0,20.0,18.0,0.0,16.0,1.763157894736842,1.0,2.9448462587899153,8.672119487908962,16.0,0.0,2.0,0.7631578947368421,1.0,0.6752060957165192,0.45590327169274536,2.0,0.0,2.0,1.105263157894737,1.0,0.6058040751966707,0.36699857752489345,2.0,0.0,2.0,0.13157894736842105,0.0,0.4140147948511245,0.1714082503556187,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.6877303054053769,0.47297297297297297,2.0,0.0,1.0,0.10526315789473684,0.0,0.3110117477759048,0.09672830725462303,1.0,0.0,4.0,0.4473684210526316,0.0,1.0053201297597412,1.0106685633001427,4.0,16.0,19.0,1.0,11.0,7.0,22.0,0.0,0.0
9,22,SpringOne Aftermath,60,21,0,0,21,84,0,0,14,56,4,16,3,12,1,2,0.0,0.0,0.0,0.0,30.0,12.0,0.0,7.0,0.9285714285714286,0.0,1.7996321730254083,3.238675958188153,7.0,0.0,5.0,0.6190476190476191,0.0,0.9615125521390878,0.924506387921022,5.0,0.0,3.0,1.2142857142857142,1.0,0.7501451659744554,0.5627177700348431,3.0,0.0,3.0,0.21428571428571427,0.0,0.5646373446828087,0.31881533101045295,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.40476190476190477,0.0,1.127473406955306,1.2711962833914052,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,0.0,0.5961549268974563,0.3554006968641115,2.0,15.0,23.0,6.0,7.0,6.0,27.0,0.0,0.0
9,23,The Road to Codd M1,168,18,7,28,20,80,1,4,11,44,3,12,12,48,1,4,0.0,0.0,2.0,1.0,46.0,37.0,0.0,10.0,0.9425287356321839,0.0,1.888498368884903,3.56642608928094,10.0,0.0,2.0,0.3563218390804598,0.0,0.5052517561331661,0.2552793370756483,2.0,0.0,2.0,1.1264367816091954,1.0,0.6062580174708299,0.36754878374766103,2.0,0.0,3.0,0.4942528735632184,0.0,0.7605622647536676,0.5784549585672281,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4367816091954023,0.0,1.1583985479690981,1.341887195936915,6.0,0.0,1.0,0.011494252873563218,0.0,0.10721125348377945,0.011494252873563211,1.0,0.0,7.0,0.3448275862068966,0.0,1.0656102761448487,1.1355252606255009,7.0,48.0,23.0,16.0,29.0,19.0,39.0,1.0,0.0
9,27,Codd M1,76,49,20,80,16,64,5,20,12,48,6,24,13,52,1,3,0.0,0.0,1.0,0.0,35.0,34.0,0.0,9.0,0.8732394366197183,0.0,1.6206663309073899,2.6265593561368212,9.0,0.0,2.0,0.49295774647887325,0.0,0.629585792102797,0.39637826961770634,2.0,0.0,2.0,1.1126760563380282,1.0,0.6447434877452735,0.41569416498993955,2.0,0.0,3.0,0.4788732394366197,0.0,0.8256452875448816,0.6816901408450703,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.4225352112676056,0.0,1.0234671022835764,1.0474849094567407,5.0,0.0,2.0,0.04225352112676056,0.0,0.26385167469133963,0.06961770623742453,2.0,0.0,4.0,0.2535211267605634,0.0,0.7693839810273991,0.5919517102615693,4.0,37.0,30.0,11.0,12.0,18.0,34.0,1.0,0.0
9,30,42 - 2014 Kickoff,60,14,35,140,21,84,1,4,23,92,6,24,26,104,1,5,0.0,0.0,2.0,0.0,56.0,34.0,0.0,10.0,1.032258064516129,0.0,2.007873701766134,4.031556802244039,10.0,0.0,3.0,0.3763440860215054,0.0,0.6240467250939742,0.3894343151005142,3.0,0.0,2.0,1.096774193548387,1.0,0.6604431339940113,0.4361851332398316,2.0,0.0,3.0,0.5161290322580645,0.0,0.8157805441497018,0.6654978962131836,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.46236559139784944,0.0,0.950504897695067,0.9034595605423097,5.0,0.0,1.0,0.021505376344086023,0.0,0.1458479422322764,0.02127162225338943,1.0,0.0,3.0,0.2903225806451613,0.0,0.6355525695988512,0.40392706872370254,3.0,57.0,34.0,10.0,20.0,29.0,36.0,1.0,0.0
9,34,43 - Babbage SR3,96,15,22,88,19,76,2,8,6,24,14,56,19,76,1,5,0.0,0.0,1.0,0.0,45.0,21.0,0.0,11.0,1.4852941176470589,0.0,2.4524897313450555,6.014705882352942,11.0,0.0,2.0,0.6323529411764706,1.0,0.6890272564568647,0.474758560140474,2.0,0.0,2.0,1.1176470588235294,1.0,0.5333479658513638,0.2844600526777875,2.0,0.0,3.0,0.36764705882352944,0.0,0.6442492278638451,0.41505706760316063,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.7941176470588235,0.0,1.8891585707281366,3.5689201053555757,12.0,0.0,1.0,0.058823529411764705,0.0,0.2370435403783839,0.056189640035118525,1.0,0.0,3.0,0.27941176470588236,0.0,0.6877518694190345,0.4730026338893767,3.0,39.0,35.0,2.0,13.0,18.0,29.0,1.0,0.0
9,37,44 - Codd GA,156,21,9,36,49,196,4,16,9,36,14,56,31,124,1,5,0.0,0.0,1.0,0.0,82.0,40.0,0.0,7.0,0.6585365853658537,0.0,1.2792753346513255,1.636545381847261,7.0,0.0,5.0,0.43902439024390244,0.0,0.7371449294007412,0.5433826469412236,5.0,0.0,3.0,1.2764227642276422,1.0,0.7276822965576697,0.5295215247234443,3.0,0.0,5.0,0.6016260162601627,0.0,0.9386058496285598,0.8809809409569505,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.5203252032520326,0.0,1.5276124814153564,2.333599893375983,13.0,0.0,2.0,0.04878048780487805,0.0,0.25134583765791074,0.06317473010795681,2.0,0.0,4.0,0.3170731707317073,0.0,0.7821478746892098,0.6117552978808477,4.0,69.0,37.0,22.0,23.0,41.0,54.0,0.0,0.0
9,40,45 - Dijkstra M1,100,10,0,0,40,160,3,12,13,52,7,28,17,68,1,3,0.0,0.0,0.0,0.0,48.0,23.0,0.0,10.0,0.7605633802816901,0.0,1.6942321373446043,2.8704225352112664,10.0,0.0,3.0,0.352112676056338,0.0,0.6117560566410618,0.37424547283702203,3.0,0.0,3.0,1.1830985915492958,1.0,0.5427406419520832,0.2945674044265593,3.0,0.0,5.0,0.5774647887323944,0.0,0.9205894358815663,0.8474849094567404,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.5492957746478874,0.0,1.8109881469547127,3.279678068410464,13.0,0.0,1.0,0.014084507042253521,0.0,0.11867816581938533,0.014084507042253518,1.0,0.0,6.0,0.28169014084507044,0.0,0.9131280397082375,0.8338028169014086,6.0,50.0,14.0,18.0,21.0,18.0,21.0,0.0,0.0
9,42,46 - Codd SR2,28,16,21,84,5,20,5,20,13,52,7,28,1,4,1,3,0.0,0.0,1.0,0.0,28.0,16.0,0.0,4.0,0.4888888888888889,0.0,0.9681806326165266,0.9373737373737377,4.0,0.0,2.0,0.6888888888888889,1.0,0.6681801003207493,0.4464646464646465,2.0,0.0,3.0,1.3333333333333333,1.0,0.7071067811865476,0.5,3.0,0.0,5.0,0.7111111111111111,0.0,1.03621299631754,1.0737373737373739,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.4444444444444444,0.0,2.0288325746994538,4.116161616161615,13.0,0.0,1.0,0.022222222222222223,0.0,0.14907119849998599,0.022222222222222223,1.0,0.0,3.0,0.37777777777777777,0.0,0.7473860171195731,0.5585858585858587,3.0,21.0,19.0,8.0,6.0,12.0,24.0,0.0,0.0
9,44,47 - Dijkstra RC1,104,11,0,0,22,88,1,4,15,60,5,20,1,4,1,3,0.0,0.0,0.0,1.0,42.0,16.0,0.0,8.0,0.6666666666666666,0.0,1.480570969416943,2.1920903954802267,8.0,0.0,2.0,0.55,0.0,0.6745996929755541,0.4550847457627119,2.0,0.0,3.0,1.25,1.0,0.6001412263171259,0.3601694915254237,3.0,0.0,5.0,0.7,0.0,1.0300567698687981,1.0610169491525423,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.35,0.0,1.7833980135057546,3.1805084745762717,13.0,0.0,1.0,0.016666666666666666,0.0,0.12909944487358058,0.01666666666666667,1.0,0.0,3.0,0.2833333333333333,0.0,0.6661721329614916,0.4437853107344632,3.0,31.0,22.0,11.0,13.0,14.0,29.0,1.0,0.0
9,48,48 - Dijkstra GA,212,14,10,40,22,88,2,8,15,60,8,32,7,28,1,4,0.0,0.0,0.0,1.0,83.0,26.0,0.0,14.0,0.7117117117117117,0.0,1.9650925834649273,3.8615888615888623,14.0,0.0,3.0,0.6756756756756757,1.0,0.6896924500642846,0.4756756756756757,3.0,0.0,3.0,1.2702702702702702,1.0,0.8628277606056405,0.7444717444717444,3.0,0.0,3.0,0.5045045045045045,0.0,0.829828830913875,0.6886158886158886,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.27927927927927926,0.0,1.0631956218800618,1.1303849303849312,9.0,0.0,1.0,0.018018018018018018,0.0,0.13361967614920287,0.01785421785421785,1.0,0.0,3.0,0.14414414414414414,0.0,0.46410905550012216,0.21539721539721549,3.0,60.0,43.0,18.0,21.0,29.0,51.0,1.0,0.0
9,52,49 - Dijkstra SR1,56,8,16,64,13,52,0,0,20,80,2,8,7,28,1,4,0.0,0.0,0.0,1.0,44.0,19.0,0.0,6.0,0.8615384615384616,0.0,1.5600172582871787,2.433653846153846,6.0,0.0,2.0,0.6307692307692307,1.0,0.5468440925332023,0.29903846153846153,2.0,0.0,2.0,1.2,1.0,0.6892024376045112,0.47500000000000003,2.0,0.0,5.0,0.6461538461538462,0.0,1.052241197854151,1.1072115384615386,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.35384615384615387,0.0,1.0372856590455393,1.0759615384615386,6.0,0.0,1.0,0.03076923076923077,0.0,0.1740358053345964,0.03028846153846153,1.0,0.0,2.0,0.24615384615384617,0.0,0.5871214001052409,0.3447115384615384,2.0,28.0,21.0,15.0,18.0,11.0,37.0,1.0,0.0
9,53,50 - Evans M1,60,17,19,76,18,72,2,8,9,36,14,56,12,48,1,4,0.0,0.0,2.0,0.0,48.0,18.0,0.0,9.0,1.0724637681159421,0.0,2.031507992337872,4.127024722932651,9.0,0.0,1.0,0.2608695652173913,0.0,0.4423258684646913,0.1956521739130434,1.0,0.0,2.0,1.0869565217391304,1.0,0.6121113517207233,0.37468030690537096,2.0,0.0,5.0,0.6231884057971014,0.0,1.030440358113124,1.0618073316283034,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.37681159420289856,0.0,0.8419418953572245,0.7088661551577156,4.0,0.0,1.0,0.07246376811594203,0.0,0.261153582247854,0.06820119352088665,1.0,0.0,15.0,0.5797101449275363,0.0,1.8818466923668455,3.541346973572037,15.0,38.0,11.0,18.0,19.0,21.0,31.0,1.0,0.0
9,55,51 - Dijkstra SR2,12,10,29,116,19,76,2,8,14,56,11,44,21,84,1,4,0.0,0.0,1.0,0.0,52.0,25.0,0.0,8.0,0.9358974358974359,0.0,1.6541152426893466,2.736097236097236,8.0,0.0,3.0,0.6794871794871795,1.0,0.7976196688880837,0.6361971361971362,3.0,0.0,3.0,1.0128205128205128,1.0,0.7811677862169627,0.6102231102231104,3.0,0.0,7.0,0.7564102564102564,0.0,1.2398774283355745,1.5372960372960376,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3717948717948718,0.0,0.839124069568502,0.7041292041292042,4.0,0.0,1.0,0.0641025641025641,0.0,0.2465209134587992,0.06077256077256076,1.0,0.0,4.0,0.48717948717948717,0.0,0.9499636321622542,0.9024309024309026,4.0,36.0,27.0,10.0,22.0,19.0,42.0,0.0,0.0
9,56,52 - Evans RC1,72,11,25,100,9,36,2,8,18,72,12,48,2,8,1,4,0.0,0.0,1.0,0.0,47.0,25.0,0.0,9.0,0.7397260273972602,0.0,1.5813794721721952,2.5007610350076104,9.0,0.0,2.0,0.3561643835616438,0.0,0.6094137213042146,0.37138508371385087,2.0,0.0,2.0,1.0,1.0,0.5773502691896257,0.3333333333333333,2.0,0.0,7.0,0.7534246575342466,0.0,1.288634310658297,1.660578386605784,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3287671232876712,0.0,0.850731621745332,0.7237442922374427,4.0,0.0,1.0,0.0273972602739726,0.0,0.16436770598316272,0.027016742770167426,1.0,0.0,3.0,0.273972602739726,0.0,0.6510733439782073,0.42389649923896505,3.0,53.0,8.0,17.0,32.0,16.0,20.0,0.0,0.0
9,57,Sprint 32,-5,8,3,8,39,110,41,113,1,5,0,0,0,0,1,11,0.0,30.0,6.0,0.0,39.0,15.0,0.0,13.0,1.9836065573770492,1.0,2.6738973009366465,7.1497267759562835,13.0,0.0,2.0,0.13114754098360656,0.0,0.38623869286861007,0.1491803278688525,2.0,1.0,3.0,1.0327868852459017,1.0,0.256073759865792,0.06557377049180331,2.0,0.0,5.0,0.21311475409836064,0.0,0.7098064078409141,0.503825136612022,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.4098360655737705,1.0,1.726046051725618,2.979234972677595,7.0,0.0,1.0,0.16393442622950818,0.0,0.3732884438274001,0.13934426229508204,1.0,0.0,7.0,0.4262295081967213,0.0,1.1322399096988034,1.2819672131147546,7.0,43.0,16.0,0.0,15.0,0.0,18.0,1.0,0.0
9,60,Sprint 33,0,20,3,13,10,76,13,89,0,0,0,0,0,0,1,10,0.0,5.0,0.0,0.0,9.0,4.0,0.0,7.0,2.1538461538461537,2.0,2.2673829938997163,5.141025641025641,7.0,0.0,1.0,0.3076923076923077,0.0,0.48038446141526137,0.23076923076923075,1.0,0.0,1.0,0.9230769230769231,1.0,0.2773500981126146,0.07692307692307694,1.0,0.0,1.0,0.15384615384615385,0.0,0.37553380809940534,0.141025641025641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.3076923076923077,0.0,2.2870874995874626,5.230769230769232,7.0,0.0,1.0,0.23076923076923078,0.0,0.4385290096535146,0.19230769230769232,1.0,0.0,2.0,0.3076923076923077,0.0,0.6304251719561151,0.39743589743589736,2.0,9.0,3.0,0.0,5.0,0.0,4.0,0.0,0.0
9,61,52 - Evans GA,200,16,2,8,6,24,0,0,8,32,0,0,0,0,1,4,0.0,0.0,0.0,2.0,36.0,31.0,0.0,7.0,0.3333333333333333,0.0,1.0242165824878728,1.0490196078431375,7.0,0.0,2.0,0.463768115942029,0.0,0.7588635106473274,0.5758738277919864,2.0,0.0,3.0,1.2173913043478262,1.0,0.6152370470322156,0.3785166240409207,3.0,0.0,3.0,0.2318840579710145,0.0,0.5462419076323958,0.29838022165387884,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.11594202898550725,0.0,0.5566769018564796,0.3098891730605286,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.18840579710144928,0.0,0.7128105580942284,0.5080988917306054,4.0,45.0,25.0,1.0,16.0,27.0,24.0,0.0,0.0
9,62,Sprint 34,-24,23,6,24,3,18,3,18,4,19,2,5,0,0,1,6,0.0,10.0,0.0,0.0,11.0,1.0,0.0,7.0,1.25,1.0,1.9598237397554634,3.840909090909091,7.0,0.0,1.0,0.08333333333333333,0.0,0.28867513459481287,0.08333333333333331,1.0,0.0,1.0,0.9166666666666666,1.0,0.28867513459481287,0.08333333333333331,1.0,0.0,2.0,0.3333333333333333,0.0,0.6513389472789296,0.4242424242424242,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.5,0.0,2.4308621740219887,5.909090909090909,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,0.0,1.243163121016122,1.5454545454545454,4.0,5.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0
9,63,53 - Evans SR1,168,25,0,0,12,48,2,8,1,4,7,28,2,8,1,5,0.0,0.0,1.0,2.0,51.0,24.0,0.0,12.0,0.6282051282051282,0.0,1.9347067589405487,3.7430902430902426,12.0,0.0,3.0,0.7948717948717948,1.0,0.77892657338584,0.6067266067266065,3.0,0.0,3.0,1.4871794871794872,1.0,0.9361927560373863,0.8764568764568771,3.0,0.0,6.0,0.44871794871794873,0.0,0.9066484004349881,0.8220113220113224,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.07692307692307693,0.0,0.4772548876357662,0.2277722277722278,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1794871794871795,0.0,0.5753280203521561,0.331002331002331,4.0,32.0,36.0,6.0,20.0,16.0,46.0,0.0,0.0
9,64,Sprint 35,0,8,1,1,1,5,2,6,0,0,0,0,0,0,1,6,0.0,12.0,0.0,0.0,9.0,7.0,0.0,8.0,1.0625,0.0,2.080664957811965,4.329166666666667,8.0,0.0,1.0,0.125,0.0,0.3415650255319866,0.11666666666666667,1.0,1.0,2.0,1.0625,1.0,0.25,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.3125,1.0,1.9224550276491081,3.6958333333333333,7.0,0.0,1.0,0.125,0.0,0.3415650255319866,0.11666666666666667,1.0,0.0,5.0,0.75,0.0,1.390443574307614,1.9333333333333333,5.0,8.0,3.0,0.0,1.0,0.0,8.0,0.0,0.0
