boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember,type_freq_Bug,type_freq_Feature Request,type_freq_Sub-task,priority_freq_Major,priority_freq_Critical,priority_freq_Blocker,no_comment_min,no_comment_max,no_comment_mean,no_comment_median,no_comment_std,no_comment_var,no_comment_range,no_affectversion_min,no_affectversion_max,no_affectversion_mean,no_affectversion_median,no_affectversion_std,no_affectversion_var,no_affectversion_range,no_fixversion_min,no_fixversion_max,no_fixversion_mean,no_fixversion_median,no_fixversion_std,no_fixversion_var,no_fixversion_range,no_issuelink_min,no_issuelink_max,no_issuelink_mean,no_issuelink_median,no_issuelink_std,no_issuelink_var,no_issuelink_range,no_blocking_min,no_blocking_max,no_blocking_mean,no_blocking_median,no_blocking_std,no_blocking_var,no_blocking_range,no_blockedby_min,no_blockedby_max,no_blockedby_mean,no_blockedby_median,no_blockedby_std,no_blockedby_var,no_blockedby_range,no_fixversion_change_min,no_fixversion_change_max,no_fixversion_change_mean,no_fixversion_change_median,no_fixversion_change_std,no_fixversion_change_var,no_fixversion_change_range,no_priority_change_min,no_priority_change_max,no_priority_change_mean,no_priority_change_median,no_priority_change_std,no_priority_change_var,no_priority_change_range,no_des_change_min,no_des_change_max,no_des_change_mean,no_des_change_median,no_des_change_std,no_des_change_var,no_des_change_range,gunning_fog_freq_hard,gunning_fog_freq_easy,type_freq_Enhancement,type_freq_Task,priority_freq_Minor,type_freq_Epic,priority_freq_Optional,priority_freq_Trivial,type_freq_Component  Upgrade,type_freq_Story,type_freq_Release,type_freq_Tracker
231,181,PBR_3.1.0.Beta3,0,6,1,3,0,0,1,3,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,211,ArqExtensions_1.0.0.Alpha2,0,6,8,25,2,10,0,0,5,21,3,10,2,4,1,1,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.2,0.0,0.42163702135578396,0.17777777777777784,1.0,0.0,1.0,0.4,0.0,0.5163977794943223,0.2666666666666667,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.31622776601683794,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.0,0.8432740427115679,0.7111111111111114,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,401,PortalExtensions_1.0.0.Alpha4,0,6,3,6,0,0,0,0,3,6,0,0,0,0,1,1,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.5773502691896258,0.33333333333333337,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
291,341,Beta6,-2,2,1,2,0,0,0,0,1,2,0,0,0,0,1,3,0.0,1.0,2.0,1.0,2.0,0.0,1.0,7.0,3.3333333333333335,2.0,3.2145502536643185,10.333333333333334,6.0,0.0,1.0,0.6666666666666666,1.0,0.5773502691896258,0.33333333333333337,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.3333333333333333,0.0,0.5773502691896258,0.33333333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,6.0,5.0,2.6457513110645907,7.0,5.0,0.0,2.0,0.6666666666666666,0.0,1.1547005383792517,1.3333333333333335,2.0,0.0,1.0,0.3333333333333333,0.0,0.5773502691896258,0.33333333333333337,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,231,Release Sprint,2,14,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0.0,0.0,48.0,48.0,0.0,4.0,0.0,1.0,0.019230769230769232,0.0,0.1386750490563073,0.019230769230769232,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,0.0,0.269069117598525,0.07239819004524888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.038461538461538464,0.0,0.2773500981126146,0.07692307692307693,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.038461538461538464,0.0,0.2773500981126146,0.07692307692307693,2.0,4.0,48.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,521,4.3.1 Sprint - Release,0,6,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0.0,0.0,48.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.02040816326530612,0.0,0.14285714285714285,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.04081632653061224,0.0,0.2857142857142857,0.08163265306122448,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.12244897959183673,0.0,0.8571428571428572,0.7346938775510204,6.0,4.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,641,4.3.2 Release,0,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0.0,0.0,48.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.02040816326530612,0.0,0.14285714285714285,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.04081632653061224,0.0,0.2857142857142857,0.08163265306122448,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.10204081632653061,0.0,0.7142857142857142,0.5102040816326529,5.0,4.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,711,5.0.0.Alpha1 Release,0,14,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0.0,0.0,48.0,48.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.09803921568627451,0.0,0.412548274061803,0.17019607843137252,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0392156862745098,0.0,0.28005601680560194,0.0784313725490196,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0784313725490196,0.0,0.5601120336112039,0.3137254901960784,4.0,4.0,47.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,850,RichFaces 4.3.4 Release,-1,7,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0.0,0.0,48.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.04081632653061224,0.0,0.2857142857142857,0.08163265306122448,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.04081632653061224,0.0,0.2857142857142857,0.08163265306122448,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.04081632653061224,0.0,0.2857142857142857,0.08163265306122448,2.0,3.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,930,RichFaces 4.3.4 Release Respin,-1,14,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0.0,0.0,48.0,48.0,0.0,1.0,0.0,1.0,0.02040816326530612,0.0,0.14285714285714285,0.02040816326530612,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.04081632653061224,0.0,0.2857142857142857,0.08163265306122448,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.04081632653061224,0.0,0.2857142857142857,0.08163265306122448,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.10204081632653061,0.0,0.7142857142857142,0.5102040816326529,5.0,3.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,950,RichFaces 4.3.4 Sprint 2,0,14,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0.0,0.0,48.0,48.0,0.0,1.0,0.0,1.0,0.02040816326530612,0.0,0.14285714285714285,0.02040816326530612,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.04081632653061224,0.0,0.2857142857142857,0.08163265306122448,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.04081632653061224,0.0,0.2857142857142857,0.08163265306122448,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.10204081632653061,0.0,0.7142857142857142,0.5102040816326529,5.0,3.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,1521,Rel 5.0.0.Alpha2 4.5.0.Alpha1,0,14,2,2,0,0,0,0,2,2,0,0,0,0,1,1,0.0,0.0,48.0,48.0,0.0,2.0,0.0,1.0,0.04,0.0,0.19794866372215744,0.03918367346938777,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.06,0.0,0.3136356914300021,0.0983673469387755,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.12,2.0,1.002853072844814,1.0057142857142856,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.38,0.0,0.5674864018868916,0.32204081632653064,2.0,3.0,47.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,1621,Rel 5.0.0.Alpha2 4.5.0.Alpha2,0,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0.0,0.0,48.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.061224489795918366,0.0,0.4285714285714286,0.1836734693877551,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,0.0,0.7071067811865476,0.5000000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02040816326530612,0.0,0.14285714285714285,0.02040816326530612,1.0,3.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,2060,4.3.7 Release Sprint,-1,25,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0.0,0.0,21.0,21.0,0.0,1.0,0.0,1.0,0.09090909090909091,0.0,0.29424494316824984,0.08658008658008656,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.09090909090909091,0.0,0.426401432711221,0.1818181818181819,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.09090909090909091,0.0,0.426401432711221,0.1818181818181819,2.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,1001,3.3.0.Beta1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,5,Sprint 1 - Trivial Issues,0,6,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
361,71,CDK issues,-4,2,1,4,0,0,0,0,1,4,0,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,101,4.3.0.M2 sprint 1,0,7,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
361,201,4.3.0.M2 - Final Sprint,0,16,1,4,0,0,0,0,0,0,1,4,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,411,4.3.0.CR1 Doc Corrections,0,2,9,9,0,0,1,1,4,4,0,0,4,4,1,2,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.4444444444444444,0.0,0.5270462766947299,0.2777777777777778,1.0,0.0,2.0,1.0,1.0,0.5,0.25,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.4444444444444444,1.0,2.2973414586817036,5.277777777777778,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
361,421,4.3.0.CR1 Doc Features,0,14,8,8,1,1,0,0,0,0,0,0,9,9,1,2,1.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.5555555555555556,0.0,1.3333333333333335,1.7777777777777781,4.0,0.0,1.0,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5555555555555556,1.0,1.130388330520878,1.2777777777777777,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2222222222222222,0.0,0.44095855184409843,0.19444444444444445,1.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,441,4.3.0.CR2 Blog Sprint,-2,14,10,10,0,0,5,5,1,1,3,3,1,1,1,3,1.0,5.0,0.0,10.0,0.0,0.0,0.0,5.0,1.1818181818181819,1.0,1.5374122295716146,2.3636363636363633,5.0,0.0,1.0,0.18181818181818182,0.0,0.4045199174779452,0.16363636363636358,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.1818181818181819,0.0,1.4709304414677,2.163636363636363,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.1908902300206643,4.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.36363636363636365,0.0,0.6741998624632419,0.4545454545454543,2.0,2.0,9.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,461,4.3.0.Final Sprint,-11,5,10,10,1,1,0,0,11,11,0,0,0,0,1,2,5.0,2.0,0.0,8.0,0.0,0.0,0.0,3.0,0.6363636363636364,0.0,1.1200649331826502,1.2545454545454546,3.0,0.0,1.0,0.6363636363636364,1.0,0.504524979109513,0.2545454545454545,1.0,0.0,1.0,0.9090909090909091,1.0,0.30151134457776363,0.0909090909090909,1.0,0.0,3.0,0.8181818181818182,1.0,0.9816498172140429,0.9636363636363638,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.272727272727273,1.0,3.875329897980534,15.018181818181816,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.18181818181818182,0.0,0.6030226891555271,0.36363636363636354,2.0,7.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,471,4.3.0.Final Sprint,-1,4,1,1,10,10,0,0,11,11,0,0,0,0,1,2,5.0,2.0,0.0,8.0,0.0,0.0,0.0,3.0,0.6363636363636364,0.0,1.1200649331826502,1.2545454545454546,3.0,0.0,1.0,0.6363636363636364,1.0,0.504524979109513,0.2545454545454545,1.0,0.0,1.0,0.9090909090909091,1.0,0.30151134457776363,0.0909090909090909,1.0,0.0,3.0,0.8181818181818182,1.0,0.9816498172140429,0.9636363636363638,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.272727272727273,1.0,3.875329897980534,15.018181818181816,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.18181818181818182,0.0,0.6030226891555271,0.36363636363636354,2.0,7.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,511,4.3.1 Sprint - Fixes,0,15,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.5,1.5,0.7071067811865476,0.5,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.4142135623730951,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
361,591,RF5 Alpha1 Sprint 3,1,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.7071067811865476,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,601,RF5 Alpha1 Sprint 4,-2,14,2,2,0,0,0,0,1,1,0,0,1,1,1,1,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.7071067811865476,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.7071067811865476,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,611,RF 4.3.2 Sprint 2,0,25,2,2,2,2,0,0,0,0,0,0,4,4,1,1,0.0,3.0,0.0,3.0,0.0,0.0,0.0,5.0,2.25,2.0,2.6299556396765835,6.916666666666667,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.5,1.5,0.5773502691896257,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.75,0.5,2.8722813232690143,8.25,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,621,4.3.2 Sprint 1,-1,4,3,3,0,0,0,0,0,0,1,1,2,2,1,2,1.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,3.0,4.0,1.7320508075688772,3.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.6666666666666667,2.0,0.5773502691896257,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,1.7320508075688772,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,1.1547005383792517,1.3333333333333335,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
361,651,5.0.0.Alpha1 Sprint 3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,721,5.0.0.Alpha1 Sprint Release,-2,1,3,3,0,0,0,0,2,2,0,0,1,1,1,1,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.5773502691896258,0.33333333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,2.0,1.1547005383792517,1.3333333333333335,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
