boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember,no_issues,no_comment_min,no_comment_max,no_comment_mean,no_comment_median,no_comment_std,no_comment_var,no_comment_range,no_affectversion_min,no_affectversion_max,no_affectversion_mean,no_affectversion_median,no_affectversion_std,no_affectversion_var,no_affectversion_range,no_fixversion_min,no_fixversion_max,no_fixversion_mean,no_fixversion_median,no_fixversion_std,no_fixversion_var,no_fixversion_range,no_issuelink_min,no_issuelink_max,no_issuelink_mean,no_issuelink_median,no_issuelink_std,no_issuelink_var,no_issuelink_range,no_blocking_min,no_blocking_max,no_blocking_mean,no_blocking_median,no_blocking_std,no_blocking_var,no_blocking_range,no_blockedby_min,no_blockedby_max,no_blockedby_mean,no_blockedby_median,no_blockedby_std,no_blockedby_var,no_blockedby_range,no_fixversion_change_min,no_fixversion_change_max,no_fixversion_change_mean,no_fixversion_change_median,no_fixversion_change_std,no_fixversion_change_var,no_fixversion_change_range,no_priority_change_min,no_priority_change_max,no_priority_change_mean,no_priority_change_median,no_priority_change_std,no_priority_change_var,no_priority_change_range,no_des_change_min,no_des_change_max,no_des_change_mean,no_des_change_median,no_des_change_std,no_des_change_var,no_des_change_range,type_freq_Improvement,type_freq_Task,type_freq_Bug,type_freq_Sub-task,priority_freq_Major - P3,priority_freq_Minor - P4,priority_freq_Critical - P2,priority_freq_Blocker - P1,priority_freq_Trivial - P5,gunning_fog_freq_hard,gunning_fog_freq_easy,type_freq_Tracking,type_freq_New Feature,type_freq_Epic,type_freq_Question,type_freq_Story,type_freq_Spec,type_freq_Build Failure
100,577,Build 6 07/17/15,-9,18,7,7,8,8,2,2,9,9,1,1,3,3,1,3,16.0,0.0,9.0,1.125,0.0,2.4460853078609777,5.983333333333333,9.0,0.0,1.0,0.25,0.0,0.4472135954999579,0.2,1.0,1.0,2.0,1.125,1.0,0.3415650255319866,0.11666666666666667,1.0,0.0,3.0,0.6875,0.0,1.0781929326423914,1.1625,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.6875,2.0,3.0269621735330623,9.1625,10.0,0.0,1.0,0.0625,0.0,0.25,0.0625,1.0,0.0,1.0,0.3125,0.0,0.47871355387816905,0.22916666666666666,1.0,5.0,0.0,9.0,0.0,12.0,3.0,1.0,0.0,0.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
100,593,RPL 7 08/10/15,1,18,19,19,8,8,8,8,8,8,5,5,6,6,1,11,42.0,0.0,15.0,2.0238095238095237,0.0,3.4036429209841654,11.584785133565621,15.0,0.0,3.0,0.42857142857142855,0.0,0.7372611524884797,0.5435540069686412,3.0,0.0,2.0,0.9285714285714286,1.0,0.34165002367328784,0.11672473867595816,2.0,0.0,5.0,1.1666666666666667,1.0,1.2477622245867566,1.5569105691056913,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.9761904761904763,2.0,3.0562857678138067,9.34088269454123,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.38095238095238093,0.0,0.7635725068956292,0.5830429732868756,3.0,14.0,14.0,12.0,0.0,39.0,1.0,2.0,0.0,0.0,16.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
100,600,CAP - 3.1.6,6,20,3,3,5,5,2,2,6,6,0,0,0,0,1,1,18.0,0.0,3.0,0.6111111111111112,0.0,0.9164438231805327,0.8398692810457516,3.0,0.0,2.0,0.3333333333333333,0.0,0.5940885257860046,0.35294117647058826,2.0,0.0,1.0,0.8888888888888888,1.0,0.3233808333817773,0.10457516339869281,1.0,0.0,1.0,0.3333333333333333,0.0,0.48507125007266594,0.23529411764705882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.8888888888888888,0.0,1.1318329168362207,1.281045751633987,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2777777777777778,0.0,0.6691131580686884,0.44771241830065367,2.0,9.0,4.0,3.0,0.0,16.0,2.0,0.0,0.0,0.0,5.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
100,607,CAP - 3.1.7,0,21,4,4,2,2,0,0,0,0,3,3,3,3,1,1,8.0,0.0,2.0,1.125,1.5,0.9910312089651149,0.9821428571428571,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.375,0.0,0.7440238091428449,0.5535714285714286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.875,1.5,1.9594095320493148,3.8392857142857144,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.375,1.0,1.5059406173077154,2.267857142857143,3.0,5.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,620,Sharding 7 08/10/15,-3,18,24,24,16,16,10,10,30,30,0,0,0,0,1,12,54.0,0.0,8.0,0.8703703703703703,0.0,1.6024308927058204,2.5677847658979727,8.0,0.0,3.0,0.37037037037037035,0.0,0.6233293534553829,0.3885394828791056,3.0,0.0,1.0,0.9444444444444444,1.0,0.23121228232266408,0.05345911949685532,1.0,0.0,8.0,1.1851851851851851,1.0,1.493054031982061,2.2292103424178893,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.5925925925925926,0.5,3.804260365067973,14.472396925227107,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4444444444444444,0.0,1.1102722200054018,1.2327044025157234,6.0,7.0,20.0,23.0,0.0,51.0,1.0,1.0,0.0,1.0,28.0,26.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
100,625,Build 7 08/10/15,-12,18,10,10,11,11,4,4,8,8,8,8,1,1,1,9,28.0,0.0,9.0,1.3214285714285714,0.0,2.3421036986969077,5.485449735449736,9.0,0.0,3.0,0.42857142857142855,0.0,0.7417981870189158,0.5502645502645502,3.0,0.0,2.0,1.0357142857142858,1.0,0.33134326579600165,0.1097883597883598,2.0,0.0,3.0,0.9285714285714286,1.0,0.9399988742535192,0.8835978835978834,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.9285714285714284,2.5,3.681068397933479,13.550264550264549,15.0,0.0,1.0,0.07142857142857142,0.0,0.26226526415648105,0.06878306878306878,1.0,0.0,3.0,0.39285714285714285,0.0,0.7373267889143821,0.5436507936507938,3.0,8.0,1.0,17.0,0.0,22.0,5.0,1.0,0.0,0.0,14.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
100,629,Security 7 08/10/15,-5,18,13,13,6,6,3,3,12,12,1,1,3,3,1,11,24.0,0.0,8.0,1.0833333333333333,0.0,1.9541854005467714,3.8188405797101455,8.0,0.0,2.0,0.625,1.0,0.6468989572333266,0.41847826086956524,2.0,0.0,3.0,1.0,1.0,0.7223151185146152,0.5217391304347826,3.0,0.0,4.0,0.625,0.0,1.0555237727226274,1.1141304347826086,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.4166666666666665,2.5,3.7522939843417835,14.079710144927537,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6666666666666666,0.0,0.9168313422570847,0.8405797101449276,3.0,10.0,2.0,10.0,0.0,22.0,0.0,2.0,0.0,0.0,12.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
100,632,Platform 7 08/10/15,8,22,58,58,17,17,35,35,10,10,16,16,14,14,1,19,101.0,0.0,18.0,0.8811881188118812,0.0,2.2728270005122315,5.165742574257427,18.0,0.0,4.0,0.5148514851485149,0.0,0.7295733189493515,0.5322772277227722,4.0,0.0,2.0,0.9108910891089109,1.0,0.31934338574613064,0.10198019801980199,2.0,0.0,6.0,0.7128712871287128,0.0,1.2110873929107375,1.4667326732673271,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.5643564356435644,1.0,2.303978478997399,5.308316831683168,15.0,0.0,2.0,0.04950495049504951,0.0,0.25985525292987155,0.06752475247524753,2.0,0.0,7.0,0.39603960396039606,0.0,1.0399923838258824,1.0815841584158417,7.0,16.0,26.0,57.0,0.0,92.0,3.0,5.0,0.0,1.0,47.0,54.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
100,635,Quint Iteration 7,-12,15,46,46,18,18,10,10,28,28,10,10,16,16,1,25,83.0,0.0,12.0,1.891566265060241,1.0,2.464440015514191,6.073464590067586,12.0,0.0,3.0,0.37349397590361444,0.0,0.5990000483222826,0.3588010578900969,3.0,0.0,3.0,1.0,1.0,0.4417261042993862,0.1951219512195122,3.0,0.0,10.0,1.1686746987951808,1.0,1.8400641366634396,3.385836027034969,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.6867469879518073,2.0,4.671991560621798,21.827505142521307,26.0,0.0,1.0,0.04819277108433735,0.0,0.2154753371565183,0.046429620922715235,1.0,0.0,4.0,0.39759036144578314,0.0,0.8255044139596959,0.6814575374669409,4.0,27.0,15.0,22.0,11.0,71.0,7.0,5.0,0.0,0.0,36.0,47.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0
100,636,Kernel Tools Iteration 7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,60,Sprint 1,0,30,38,38,9,9,0,0,29,29,1,1,17,17,2,6,47.0,0.0,7.0,2.0851063829787235,1.0,1.6262759169347156,2.6447733580018498,7.0,0.0,3.0,0.425531914893617,0.0,0.7443900581965786,0.5541165587419057,3.0,0.0,1.0,0.8723404255319149,1.0,0.33731814917823844,0.11378353376503232,1.0,0.0,2.0,0.2765957446808511,0.0,0.4979142435144248,0.24791859389454196,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.4680851063829787,1.0,2.1553882312432844,4.645698427382054,9.0,0.0,1.0,0.0425531914893617,0.0,0.2040297088885788,0.04162812210915821,1.0,0.0,2.0,0.10638297872340426,0.0,0.4290557151006143,0.1840888066604995,2.0,15.0,12.0,16.0,0.0,34.0,5.0,4.0,1.0,3.0,14.0,33.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
104,61,Sprint 2,1,14,5,5,1,1,0,0,3,3,0,0,3,3,2,2,7.0,0.0,3.0,0.7142857142857143,0.0,1.1126972805283737,1.2380952380952384,3.0,0.0,1.0,0.14285714285714285,0.0,0.37796447300922725,0.14285714285714288,1.0,0.0,1.0,0.8571428571428571,1.0,0.37796447300922725,0.14285714285714288,1.0,0.0,1.0,0.42857142857142855,0.0,0.5345224838248488,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7142857142857143,0.0,1.1126972805283737,1.2380952380952384,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104,62,Sprint 3,-1,11,12,12,1,1,0,0,12,12,0,0,1,1,2,3,13.0,0.0,5.0,1.0769230769230769,1.0,1.255755978254962,1.5769230769230769,5.0,0.0,1.0,0.3076923076923077,0.0,0.48038446141526137,0.23076923076923075,1.0,0.0,1.0,0.38461538461538464,0.0,0.5063696835418333,0.25641025641025644,1.0,0.0,1.0,0.15384615384615385,0.0,0.37553380809940534,0.141025641025641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.1538461538461537,0.0,2.0754980866510833,4.307692307692308,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.15384615384615385,0.0,0.5547001962252291,0.30769230769230776,2.0,1.0,5.0,7.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,113,Sprint 4,4,14,5,5,12,12,0,0,3,3,0,0,14,14,2,1,22.0,0.0,7.0,0.9090909090909091,1.0,1.4444999434337427,2.086580086580086,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4090909090909091,0.0,0.9081163607574332,0.8246753246753245,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.18181818181818182,0.0,0.852802865422442,0.7272727272727276,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.045454545454545456,0.0,0.2132007163556105,0.04545454545454548,1.0,1.0,4.0,13.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
104,143,Sprint 2 - May 5 - May 23,21,18,4,4,2,2,0,0,4,4,0,0,2,2,2,1,28.0,0.0,9.0,0.5,0.0,1.7320508075688772,3.0,9.0,0.0,2.0,0.10714285714285714,0.0,0.4162696521251859,0.17328042328042328,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,0.35634832254989923,0.126984126984127,1.0,0.0,1.0,0.07142857142857142,0.0,0.26226526415648105,0.06878306878306878,1.0,23.0,0.0,3.0,0.0,5.0,21.0,2.0,0.0,0.0,1.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
104,149,Sprint 1 - April 14 - May 2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,194,Sprint 3 -May 25 - June 13,4,19,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6.0,0.0,6.0,1.5,0.5,2.345207879911715,5.5,6.0,0.0,3.0,0.6666666666666666,0.0,1.2110601416389968,1.466666666666667,3.0,0.0,1.0,0.6666666666666666,1.0,0.5163977794943223,0.2666666666666667,1.0,0.0,1.0,0.3333333333333333,0.0,0.5163977794943223,0.2666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,0.0,1.224744871391589,1.5,3.0,0.0,1.0,0.3333333333333333,0.0,0.5163977794943223,0.2666666666666667,1.0,0.0,1.0,0.16666666666666666,0.0,0.408248290463863,0.16666666666666669,1.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
104,205,Sprint 5 - July 7-25,1,15,3,3,2,2,0,0,1,1,0,0,4,4,2,1,9.0,0.0,2.0,1.1111111111111112,1.0,0.7817359599705717,0.6111111111111112,2.0,0.0,1.0,0.2222222222222222,0.0,0.44095855184409843,0.19444444444444445,1.0,0.0,1.0,0.5555555555555556,1.0,0.5270462766947299,0.2777777777777778,1.0,0.0,1.0,0.3333333333333333,0.0,0.5,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5555555555555556,1.0,0.5270462766947299,0.2777777777777778,1.0,0.0,1.0,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,1.0,0.0,1.0,0.2222222222222222,0.0,0.44095855184409843,0.19444444444444445,1.0,5.0,1.0,2.0,0.0,6.0,1.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
104,286,C Sprint 8,1,18,1,1,9,9,4,4,3,3,2,2,1,1,2,4,15.0,0.0,2.0,0.4,0.0,0.6324555320336759,0.4000000000000001,2.0,0.0,1.0,0.26666666666666666,0.0,0.4577377082170635,0.20952380952380958,1.0,0.0,1.0,0.8666666666666667,1.0,0.35186577527449836,0.12380952380952377,1.0,0.0,6.0,0.8,0.0,1.5675276256394517,2.457142857142857,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,1.0,0.50709255283711,0.2571428571428571,1.0,0.0,1.0,0.06666666666666667,0.0,0.25819888974716115,0.06666666666666668,1.0,0.0,2.0,0.26666666666666666,0.0,0.7037315505489967,0.4952380952380951,2.0,4.0,2.0,7.0,0.0,9.0,1.0,2.0,0.0,3.0,4.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
104,304,C Sprint 9,12,18,8,8,6,6,3,3,9,9,0,0,2,2,2,5,26.0,0.0,3.0,0.38461538461538464,0.0,0.7524319545007682,0.5661538461538461,3.0,0.0,1.0,0.38461538461538464,0.0,0.49613893835683387,0.2461538461538462,1.0,0.0,1.0,0.8846153846153846,1.0,0.32581259360842113,0.10615384615384617,1.0,0.0,6.0,0.9615384615384616,0.5,1.4827209914415924,2.1984615384615385,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8076923076923077,1.0,1.0590271297461937,1.1215384615384616,4.0,0.0,1.0,0.038461538461538464,0.0,0.19611613513818402,0.03846153846153846,1.0,0.0,2.0,0.07692307692307693,0.0,0.39223227027636803,0.15384615384615383,2.0,4.0,9.0,12.0,0.0,24.0,0.0,0.0,0.0,2.0,8.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
104,313,Platform 0 3/13/15,-2,18,3,3,0,0,0,0,3,3,0,0,0,0,2,1,5.0,0.0,1.0,0.2,0.0,0.447213595499958,0.20000000000000004,1.0,0.0,1.0,0.4,0.0,0.5477225575051662,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,3.2,1.0,5.540758070878028,30.70000000000001,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.4,1.0,1.51657508881031,2.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
104,342,C Sprint 11,2,16,8,30,4,4,9,31,1,-14,2,17,0,0,2,2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35714285714285715,0.0,0.4972451580988468,0.24725274725274715,1.0,0.0,1.0,0.9285714285714286,1.0,0.26726124191242434,0.07142857142857141,1.0,0.0,13.0,2.0714285714285716,1.0,3.338914741102511,11.148351648351648,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.8571428571428572,0.5,2.5975474485084473,6.747252747252745,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,0.0,0.6112498455021267,0.37362637362637374,2.0,2.0,4.0,5.0,0.0,13.0,1.0,0.0,0.0,0.0,2.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
104,343,C Sprint 12,-2,24,8,15,21,27,27,40,2,2,0,0,0,0,2,5,29.0,0.0,5.0,0.6896551724137931,0.0,1.198315730987875,1.4359605911330051,5.0,0.0,1.0,0.5517241379310345,1.0,0.5061201788784757,0.25615763546798026,1.0,0.0,1.0,0.896551724137931,1.0,0.3099340466946034,0.09605911330049259,1.0,0.0,13.0,1.2758620689655173,0.0,2.519871761534956,6.349753694581282,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.3448275862068966,0.0,2.142692932952855,4.591133004926108,7.0,0.0,1.0,0.034482758620689655,0.0,0.18569533817705192,0.034482758620689676,1.0,0.0,2.0,0.13793103448275862,0.0,0.4411136823860458,0.19458128078817732,2.0,6.0,2.0,15.0,0.0,22.0,5.0,0.0,2.0,0.0,14.0,15.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
104,374,Platform 00 2/20/15,-21,16,5,5,20,26,0,0,24,30,1,1,0,0,2,4,25.0,0.0,5.0,0.96,1.0,1.2409673645990857,1.5400000000000003,5.0,0.0,1.0,0.64,1.0,0.48989794855663565,0.24000000000000002,1.0,0.0,1.0,0.88,1.0,0.33166247903553997,0.11,1.0,0.0,13.0,1.08,0.0,2.6444911293731606,6.993333333333333,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.2,0.0,1.9790570145063193,3.916666666666666,7.0,0.0,1.0,0.04,0.0,0.2,0.04000000000000001,1.0,0.0,2.0,0.12,0.0,0.439696865275764,0.19333333333333336,2.0,6.0,2.0,12.0,0.0,18.0,5.0,0.0,2.0,0.0,15.0,10.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
104,442,PHP Sprint 17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,452,Platform 1 04/03/15,-1,18,2,2,0,0,1,1,1,1,0,0,0,0,2,1,4.0,0.0,1.0,0.5,0.5,0.5773502691896257,0.3333333333333333,1.0,0.0,1.0,0.5,0.5,0.5773502691896257,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,4.0,1.5,6.0553007081949835,36.666666666666664,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.75,1.0,1.5,2.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
104,473,PHP Sprint 18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2.0,1.0,5.0,3.0,3.0,2.8284271247461903,8.0,4.0,1.0,2.0,1.5,1.5,0.7071067811865476,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,505,PHP Sprint 19,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,532,C Driver 2015Q2 sprint 1,-5,8,6,12,4,4,0,0,3,6,3,3,4,7,2,3,11.0,0.0,9.0,2.3636363636363638,2.0,2.6934263410283665,7.254545454545455,9.0,0.0,1.0,0.2727272727272727,0.0,0.46709936649691375,0.21818181818181817,1.0,1.0,2.0,1.0909090909090908,1.0,0.30151134457776363,0.0909090909090909,1.0,0.0,4.0,1.0909090909090908,1.0,1.1361818036340356,1.2909090909090906,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.1818181818181817,1.0,2.088931871468374,4.363636363636363,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.45454545454545453,0.0,0.6875516509523286,0.47272727272727266,2.0,0.0,0.0,9.0,0.0,9.0,2.0,0.0,0.0,0.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
